Student_ID,Year_of_Entry,TCAS_channels,Gender,Age,Years_Living_in_BKK,Hometown_REGION,Address_Type,Where_to_stay,Time_spent_for_traveling,InternetAccess_at_Home,Living_expenses_,Type_of_prior_school,Prior_School_Province_REGION,School_name,Math,Physics,Chemistry,Biology,Family_Size,Stay_with,Family_status,Father_Education,Mother_Education,guardian,mother_job,father_job,Household_income,Calculus_1,Calculus_2,Calculus_3,Physics_1,Physics_2,Chemistry,Statistics,Computer_Programming,Thermodynamics,Engineering_Materials,Engineering_Drawing,University_GPAx_1st_year,Scholarship_Excellent_Performance,Scholarship_Financial_Aid,Participation_on_Activities
0270,2020,2,Male,18,18,BKK,Urban,Apartment,24,Wifi,6000,Vocational School,BKK,BKK9,1.75,1.75,1.75,2.5,3,Alone,Together,Vocational,High School,Father,Freelance,Public,240000,1.5,1.5,1,2,3,1.5,1.5,2,1,2,3,2.01,No,No,Low
0271,2020,2,Female,18,3,BKK,Urban,Home,47,Wifi,14000,High School,BKK,BKK8,3.5,4,2.25,3.25,5,Parents,Together,High School,Vocational,Father,Business,Business,1230000,3,2.5,3,3.5,4,2.5,3,2.5,2.5,3.5,2.5,2.98,No,No,No
0272,2020,2,Male,19,19,BKK,Urban,Home,26,Wifi,15000,High School,BKK,BKK8,1.75,1.75,2.25,3.25,3,Parents,Together,Bachelor,Bachelor,Father,Private,Freelance,590000,1.5,1.5,1.5,2,1.5,1,1.5,2,1,1,1.5,1.68,No,No,High
0273,2020,2,Male,18,3,E,Urban,Apartment,83,Mobile,7000,High School,E,E9,1.5,1.75,2,1.75,3,Alone,Together,Primary,Primary,Father,Business,Business,290000,1,1,2.5,1.5,2,0,1.5,1.5,1,1,2,1.74,No,No,Low
0274,2020,3,Female,18,18,BKK,Urban,Home,86,Wifi,13000,High School,BKK,BKK9,2.5,2,2,2.25,3,Parents,Together,Primary,High School,Father,Freelance,Private,1340000,2.5,1.5,2,3,2.5,1.5,2.5,2.5,2,3,2,2.55,No,No,Low
0275,2020,1,Male,18,3,BKK,Urban,Home,81,Wifi,14000,Vocational School,BKK,BKK2,3.25,3.5,3,3.25,2,Mom or Dad,Apart,Vocational,High School,Mother,Public,Business,1670000,3,3.5,3.5,3.5,4,4,2.5,3,3.5,4,2,3.31,No,No,Medium
0276,2020,2,Male,18,18,BKK,Urban,Home,9,Wifi,12000,High School,BKK,BKK10,1.75,2,1.75,1.75,4,Parents,Together,High School,Vocational,Father,Business,Private,630000,1.5,1,0.5,2,2,1,1,2,1,2,2,1.89,No,No,Medium
0277,2020,2,Male,18,18,BKK,Urban,Apartment,26,Mobile,3000,High School,BKK,BKK6,1.75,2,1.75,1.75,3,Alone,Together,Vocational,Vocational,Mother,Private,Private,330000,2,1,1.5,2.5,2.5,1,2,2,0,2.5,1.5,1.92,No,No,Medium
0278,2020,3,Male,18,18,BKK,Urban,Home,37,Wifi,15000,High School,BKK,BKK3,2.25,2.75,2.75,2.75,4,Parents,Together,Vocational,Vocational,Mother,Private,Private,620000,2,1.5,2,2.5,2.5,3,2,2,1,1.5,2.5,2.31,No,Yes,High
0279,2020,1,Male,18,18,BKK,Urban,Apartment,87,Wifi,14000,Vocational School,BKK,BKK8,3.5,3,4,3,3,Roommates,Together,High School,Primary,Father,Public,Freelance,1650000,3,3,4,3.5,3.5,1.5,3.5,3.5,3,3.5,3,3.26,No,No,Low
0280,2020,1,Female,19,19,BKK,Urban,Home,28,Wifi,13000,Vocational School,BKK,BKK2,3,3.25,3.5,3.25,3,Parents,Together,Vocational,Bachelor,Mother,Private,Public,1510000,3,3,3.5,3.5,3.5,2.5,4,3,2,3,1.5,2.89,No,No,High
0281,2020,2,Male,18,3,BKK,Urban,Apartment,22,Wifi,4000,High School,BKK,BKK8,3,3.5,2.5,3.5,4,Roommates,Together,Bachelor,Master,Father,Public,Public,150000,2.5,2,3,3,3,2,3,2,2,2,3,2.54,No,No,High
0282,2020,2,Female,18,0,NE,Urban,Apartment,63,Mobile,9000,High School,NE,NE8,2.5,2.25,2,2.5,4,Alone,Together,Primary,Primary,Father,Business,Freelance,370000,2.5,2.5,3,3,3.5,1.5,2,2.5,1,3,3.5,2.69,No,No,No
0283,2020,3,Female,18,18,BKK,Urban,Home,53,Wifi,12000,High School,BKK,BKK5,2.75,3,2.5,3.25,4,Parents,Together,Bachelor,Bachelor,Father,Business,Private,1380000,2.5,2.5,2,3,3,2.5,2.5,2.5,2.5,2.5,3,2.59,No,No,No
0284,2020,1,Female,18,18,BKK,Urban,Apartment,52,Wifi,12000,Vocational School,BKK,BKK1,3,3.25,3.5,3,4,Alone,Together,High School,Primary,Father,Freelance,Freelance,1150000,2.5,3,4,3,3,0.5,2.5,3,1.5,2.5,2.5,2.81,Yes,No,Low
0285,2020,3,Male,19,19,BKK,Urban,Apartment,31,Mobile,7000,High School,BKK,BKK1,2,2.25,1.75,2.25,4,Alone,Together,Vocational,High School,Father,Private,Public,290000,2,2,2.5,2.5,2.5,1.5,2.5,3,1,1.5,3.5,2.46,No,No,Medium
0286,2020,1,Male,19,19,BKK,Urban,Home,68,Mobile,5000,Vocational School,BKK,BKK1,1.75,2,2.75,2.25,2,Mom or Dad,Apart,Vocational,Bachelor,Mother,Business,Freelance,180000,1.5,1,2.5,2,2,0,2.5,1.5,1,2.5,3,1.93,No,No,Medium
0287,2020,2,Male,18,3,BKK,Urban,Home,69,Wifi,6000,Vocational School,BKK,BKK10,2,2.25,3,1.75,2,Mom or Dad,Apart,Vocational,Vocational,Mother,Private,Business,220000,2,2,2.5,2.5,2,0.5,2.5,2.5,2,2.5,3,2.32,No,No,Medium
0288,2020,2,Female,18,3,S,Urban,Apartment,70,Mobile,4000,High School,S,S9,1.5,3.25,1.75,1.75,4,Alone,Together,Bachelor,Bachelor,Father,Private,Private,180000,1.5,2,3,2,1,1.5,2,1,2.5,2.5,2.5,2.16,No,No,Medium
0289,2020,1,Female,18,3,BKK,Urban,Home,85,Wifi,12000,Vocational School,BKK,BKK8,2.75,2.25,2.25,1.5,3,Parents,Together,High School,Vocational,Mother,Private,Business,550000,3,3.5,2.5,3.5,3,2,3,3.5,3.5,2.5,4,3.27,No,Yes,Low
0290,2020,3,Male,18,0,S,Urban,Apartment,72,Mobile,8000,High School,BKK,BKK4,2,2.5,1.75,1.5,2,Alone,Apart,Vocational,High School,Mother,Public,Business,710000,2,2.5,2,2.5,1.5,2,2,1.5,1.5,1,2,2.2,No,No,Medium
0291,2020,2,Female,18,18,BKK,Urban,Home,44,Wifi,9000,Vocational School,BKK,BKK2,2,2.5,1.75,1.75,4,Parents,Together,Bachelor,Bachelor,Father,Public,Private,720000,2,1.5,1,2.5,3,1,2,2,2.5,2,1.5,2.3,No,No,Medium
0292,2020,2,Male,18,18,BKK,Urban,Apartment,70,Mobile,6000,Vocational School,BKK,BKK5,3.25,3,1.5,3.25,3,Alone,Together,Bachelor,Vocational,Mother,Public,Freelance,250000,3.5,4,4,4,4,3,4,3.5,3,4,3,3.67,No,No,Medium
0293,2020,2,Female,19,19,BKK,Urban,Home,27,Mobile,13000,Vocational School,BKK,BKK2,1.5,2.25,1.75,2,3,Parents,Together,High School,High School,Father,Business,Private,500000,1,0.5,1,1.5,1.5,1,1,1,0,0.5,4,1.48,No,No,Medium
0294,2020,2,Male,18,18,BKK,Urban,Home,64,Mobile,4000,Vocational School,BKK,BKK1,2.75,2.25,3,2.25,4,Parents,Together,Bachelor,Vocational,Mother,Freelance,Private,150000,2.5,3,3,3,3.5,1,2.5,2.5,1.5,2.5,3,2.6,No,Yes,Medium
0295,2020,2,Male,19,0,E,Urban,Apartment,10,Mobile,7000,High School,E,E1,1.5,1.75,2,1.75,3,Alone,Together,High School,Vocational,Father,Business,Freelance,310000,1.5,1.5,2.5,2,3,0,1.5,1,0.5,1,1,1.9,No,No,Medium
0296,2020,3,Female,18,3,NE,Urban,Apartment,7,Mobile,10000,High School,NE,NE1,1.75,2.25,2,1.75,4,Alone,Together,Bachelor,Bachelor,Father,Freelance,Freelance,400000,1.5,1.5,1.5,2,1.5,1,2,2,0.5,1.5,2.5,2.06,No,No,Low
0297,2020,1,Female,18,18,BKK,Urban,Apartment,77,Wifi,12000,Vocational School,BKK,BKK8,3.25,3,2.75,1.5,4,Alone,Together,Bachelor,Bachelor,Father,Business,Business,1480000,3,2.5,3,3.5,3,2.5,3,2.5,2.5,2.5,2.5,2.88,No,No,Medium
0298,2020,2,Male,18,18,BKK,Urban,Home,58,Wifi,5000,Vocational School,BKK,BKK8,2.25,2.5,2,2.75,4,Parents,Together,Bachelor,Bachelor,Mother,Private,Freelance,210000,2,1.5,2,2.5,2.5,1,2,2,1,1.5,1,2.05,No,No,Medium
0299,2020,2,Male,18,18,BKK,Urban,Home,29,Wifi,4000,High School,BKK,BKK10,2.5,2.5,2.25,3.25,3,Mom or Dad,Apart,Bachelor,Master,Mother,Private,Private,160000,2.5,2.5,2.5,3,2.5,2,2.5,2.5,1,2.5,2.5,2.49,No,No,Medium
0300,2020,2,Male,19,19,BKK,Urban,Home,71,Wifi,9000,High School,BKK,BKK3,1.5,1.75,1.75,1.5,3,Parents,Together,High School,Primary,Mother,Freelance,Public,390000,1.5,1,1.5,2,2.5,2,1,2,1,1.5,0,1.83,No,No,No
0301,2020,2,Male,19,4,BKK,Urban,Home,15,Wifi,5000,Vocational School,BKK,BKK10,3.5,4,3,3.25,4,Parents,Together,High School,Primary,Father,Business,Public,440000,2.5,2,3.5,3,3,2,2,2.5,1.5,1.5,2,2.51,No,No,High
0302,2020,2,Female,18,0,E,Urban,Apartment,12,Mobile,4000,High School,E,E6,3,3,3.5,2.75,3,Alone,Together,Vocational,Bachelor,Father,Business,Private,150000,2.5,2,3.5,3,2.5,2,2,2.5,1,2.5,1,2.32,No,No,Medium
0303,2020,2,Male,18,3,BKK,Urban,Home,66,Wifi,12000,Vocational School,BKK,BKK9,3,3.5,3.5,2.5,3,Parents,Together,High School,Vocational,Father,Public,Public,1140000,2.5,2,3,3,2.5,1.5,2.5,3,1,3.5,3,2.73,No,No,High
0304,2020,2,Male,18,3,E,Urban,Apartment,49,Wifi,11000,High School,E,E10,2.75,3.25,3.25,2.5,2,Alone,Apart,High School,Vocational,Mother,Public,Business,1320000,2.5,2,2.5,3,3,2.5,3,3,1,2.5,2.5,2.5,No,No,No
0305,2020,2,Male,19,4,BKK,Urban,Home,68,Wifi,11000,Vocational School,BKK,BKK2,3.5,3,3.75,3.5,4,Parents,Together,Vocational,High School,Mother,Public,Freelance,1020000,3.5,3,4,4,4,4,3.5,4,2.5,3.5,1.5,3.37,No,No,Medium
0306,2020,2,Female,18,0,S,Rural,Apartment,46,Wifi,12000,High School,S,S2,2.75,2.25,2.25,2.25,4,Roommates,Together,Bachelor,Bachelor,Father,Business,Public,570000,2.5,2.5,3.5,3,3.5,1,3,3,3,2,2,2.82,No,No,High
0307,2020,3,Male,18,18,BKK,Urban,Home,90,Wifi,6000,High School,BKK,BKK2,2.25,2,1.75,2.75,4,Parents,Together,Vocational,Bachelor,Father,Public,Private,680000,2,2,2.5,2.5,3,2,2,2.5,1.5,1.5,1,2.41,No,No,Low
0308,2020,3,Female,18,0,E,Urban,Apartment,52,Wifi,7000,High School,E,E7,2.25,1.75,1.5,2.25,3,Alone,Together,Bachelor,Bachelor,Father,Freelance,Business,290000,2.5,2,2,3,2.5,1,2.5,2.5,0.5,2,1,2.33,No,No,High
0309,2020,1,Female,18,18,BKK,Urban,Home,11,Wifi,14000,Vocational School,BKK,BKK2,3.5,3.5,3.25,3,4,Parents,Together,High School,High School,Father,Private,Business,1680000,3,3.5,4,3.5,3.5,2,4,3,3,2.5,3.5,3.32,No,No,Low
0310,2020,2,Male,18,18,BKK,Urban,Home,75,Wifi,7000,Vocational School,BKK,BKK10,2,1.75,2.5,2.5,4,Parents,Together,Primary,High School,Father,Freelance,Freelance,300000,2,1.5,2.5,2.5,3,2,2.5,1.5,1.5,1.5,2,2.27,No,No,No
0311,2020,2,Male,18,0,E,Rural,Apartment,53,Mobile,6000,High School,E,E2,3.5,3.5,3.75,3,4,Roommates,Together,Bachelor,Vocational,Father,Private,Business,320000,3,2,2,3.5,2.5,1.5,3.5,3,3,2.5,2,2.57,No,No,Low
0312,2020,2,Female,18,3,E,Urban,Apartment,69,Mobile,12000,High School,E,E1,1.75,2,2.25,1.75,3,Alone,Together,High School,Vocational,Mother,Private,Private,570000,2,2,3,2.5,2,1.5,2.5,2,1.5,2.5,2,2.27,No,No,Low
0313,2020,3,Female,18,0,E,Urban,Home,89,Wifi,11000,High School,E,E5,3,2.75,2.75,2.75,4,Parents,Together,Vocational,Bachelor,Father,Freelance,Business,1350000,3,3.5,4,3.5,3,2,3,3.5,2,3,3.5,3.21,No,No,High
0314,2020,3,Female,18,3,S,Urban,Apartment,10,Mobile,7000,Vocational School,S,S3,2.75,3,2.5,2.5,5,Alone,Together,High School,Vocational,Father,Business,Public,320000,2.5,2.5,2.5,3,3,2,2,2.5,2,2.5,3.5,2.63,No,No,Low
0315,2020,2,Male,18,0,NE,Urban,Apartment,37,Wifi,12000,High School,NE,NE6,3.5,3.75,3,3.25,2,Alone,Apart,Primary,Primary,Mother,Freelance,Freelance,1450000,3,2,2,3.5,3.5,2,3,3,3,2.5,1.5,2.86,No,No,Medium
0316,2020,3,Female,18,0,E,Rural,Apartment,53,Wifi,7000,High School,E,E4,3,3,3.25,3.25,4,Roommates,Together,Bachelor,Bachelor,Mother,Freelance,Business,280000,2.5,2,2.5,3,3.5,1.5,2.5,2.5,3,3,4,2.8,No,No,No
0317,2020,2,Male,18,3,BKK,Urban,Home,74,Wifi,6000,Vocational School,BKK,BKK9,1.5,1.75,1.75,1.75,4,Parents,Together,Bachelor,Master,Father,Business,Private,230000,1,1,1.5,1.5,2,1,0.5,1,0.5,1,2,1.52,No,No,Medium
0318,2020,3,Female,19,0,E,Rural,Apartment,34,Mobile,15000,High School,BKK,BKK4,3,3.5,2.75,3.25,2,Roommates,Apart,Bachelor,Master,Mother,Freelance,Private,910000,2.5,2.5,3,3,4,1.5,2,2,1,3,3.5,2.58,No,No,Medium
0319,2020,1,Female,18,18,BKK,Urban,Home,5,Wifi,13000,Vocational School,BKK,BKK9,3.5,3.75,3.25,3.75,2,Mom or Dad,Apart,Bachelor,Vocational,Father,Public,Freelance,1600000,3,2.5,3,3.5,3,3,2.5,2.5,4,3.5,3,3.08,No,No,Medium
0320,2020,2,Male,18,0,N,Urban,Apartment,40,Wifi,15000,High School,N,N8,2.25,2.5,2,2.75,4,Roommates,Together,Bachelor,Bachelor,Father,Freelance,Public,1030000,2,2.5,2,2.5,2,2,1.5,2,1,2.5,2.5,2.37,No,No,Medium
0321,2020,2,Female,18,18,BKK,Urban,Home,80,Wifi,14000,Vocational School,BKK,BKK9,3.25,3.25,2,3.5,4,Parents,Together,High School,Vocational,Father,Freelance,Freelance,1650000,3.5,3,3.5,4,4,2,4,4,3,4,2,3.47,No,No,Low
0322,2020,2,Male,18,18,BKK,Urban,Home,13,Wifi,15000,High School,BKK,BKK7,2,1.75,2.25,3.25,4,Parents,Together,High School,Primary,Mother,Public,Private,830000,1.5,2.5,2.5,2,2,1,2,2,2,2,4,2.42,No,Yes,Low
0323,2020,3,Male,18,0,NE,Urban,Apartment,66,Wifi,12000,High School,NE,NE6,3,3.5,3.25,2.25,3,Alone,Together,High School,High School,Father,Freelance,Private,1460000,2.5,2,3,3,3,2.5,3.5,3,3,2.5,2,2.94,Yes,No,Medium
0324,2020,2,Male,18,0,S,Rural,Apartment,64,Mobile,6000,High School,S,S7,2.5,2.25,3,2.75,2,Alone,Apart,Bachelor,Vocational,Mother,Business,Public,250000,2,1.5,1,2.5,2,0.5,2,2,0.5,1.5,3,1.96,No,No,High
0325,2020,1,Female,18,3,BKK,Urban,Home,13,Mobile,14000,Vocational School,BKK,BKK1,1.75,2,1.75,1.75,4,Parents,Together,Bachelor,Bachelor,Father,Private,Public,560000,1.5,1,2,2,2,1.5,1.5,2,1,2.5,2.5,2.19,No,No,Medium
0326,2020,2,Female,18,18,BKK,Urban,Home,57,Wifi,8000,Vocational School,BKK,BKK7,1.5,2,1.75,1.75,3,Parents,Together,Vocational,Vocational,Father,Public,Freelance,300000,1.5,2,3,2,1.5,2,2,2,0.5,2,4,2.35,No,Yes,High
0327,2020,2,Male,18,3,BKK,Urban,Home,112,Wifi,5000,Vocational School,BKK,BKK5,3.5,4,3.5,3,3,Parents,Together,Bachelor,Master,Mother,Business,Business,600000,2.5,2.5,2.5,3,3,2,2.5,2.5,1,2.5,2,2.66,No,No,Low
0328,2020,3,Male,18,0,E,Urban,Apartment,27,Mobile,10000,High School,E,E4,2,2.25,2.25,1.75,3,Alone,Together,Primary,Primary,Mother,Business,Freelance,430000,2,2,2.5,2.5,2.5,0.5,2.5,2.5,0,2,3,2.18,No,No,Low
0329,2020,2,Female,18,18,BKK,Urban,Home,69,Wifi,12000,Vocational School,BKK,BKK2,2.5,2.75,2.75,2.75,3,Mom or Dad,Apart,Primary,Primary,Mother,Freelance,Business,1450000,2.5,2,3,3,3,3,3,3,1.5,3,1,2.81,No,No,Medium
0330,2020,2,Female,18,0,E,Rural,Apartment,72,Mobile,6000,High School,BKK,BKK7,3,3,3,2.5,4,Alone,Together,High School,Primary,Father,Private,Freelance,250000,2.5,1.5,2,3,4,2.5,3,3,3,2,2,2.73,No,No,High
0331,2020,2,Female,18,0,E,Rural,Apartment,14,Mobile,6000,High School,E,E8,1.75,1.75,1.75,1.75,3,Alone,Together,Vocational,Bachelor,Father,Freelance,Public,230000,1.5,1.5,2.5,2,1.5,0,1.5,1.5,0,2,1.5,1.76,No,No,Medium
0332,2020,3,Male,18,0,S,Rural,Apartment,90,Wifi,12000,High School,S,S7,3,3.5,2.5,3.5,4,Alone,Together,High School,Vocational,Father,Public,Public,1380000,2.5,2,3.5,3,2,2,3,3,1.5,2,2.5,2.66,No,No,Medium
0333,2020,2,Female,19,19,BKK,Urban,Apartment,40,Wifi,6000,Vocational School,BKK,BKK6,2.5,2.5,2,2.25,4,Alone,Together,High School,High School,Father,Public,Public,250000,2,2.5,3.5,3,2,0.5,2.5,2.5,1.5,2.5,2.5,2.59,No,No,Medium
0334,2020,2,Male,18,18,BKK,Urban,Home,90,Wifi,12000,Vocational School,BKK,BKK2,2.75,1.75,2.75,3.25,3,Parents,Together,Vocational,Bachelor,Father,Freelance,Freelance,1490000,2.5,3.5,4,3,3,2,3,2,1,3,3.5,2.86,No,No,Low
0335,2020,2,Male,18,18,BKK,Urban,Home,54,Wifi,12000,Vocational School,BKK,BKK10,2.75,2.25,3,3.5,3,Parents,Together,Bachelor,Vocational,Father,Freelance,Freelance,1490000,2.5,2.5,2,3,3.5,2.5,2.5,2,1,3,3,2.6,No,No,Medium
0336,2020,2,Male,18,18,BKK,Urban,Home,15,Mobile,4000,Vocational School,BKK,BKK6,2,2,2,1.75,4,Parents,Together,Bachelor,Bachelor,Father,Public,Private,150000,1.5,1,1,2,1.5,2.5,2,1.5,2,1.5,3.5,2.24,No,No,High
0337,2020,2,Female,18,18,BKK,Urban,Apartment,106,Mobile,7000,High School,BKK,BKK5,1.5,2,1.75,2,2,Alone,Apart,Vocational,Bachelor,Mother,Private,Public,320000,1,0.5,0,1.5,1,1.5,1.5,1.5,0.5,1,2,1.52,No,No,High
0338,2020,2,Female,18,18,BKK,Urban,Apartment,32,Mobile,4000,High School,BKK,BKK5,2.25,2.25,3.5,2.25,3,Roommates,Together,Vocational,Vocational,Mother,Business,Freelance,160000,1.5,1,1.5,2,2.5,1,1,1,0,1,2,1.74,No,No,Low
0339,2020,1,Male,19,19,BKK,Urban,Home,23,Wifi,13000,Vocational School,BKK,BKK9,3.25,3,2.75,2.75,4,Parents,Together,Bachelor,Vocational,Father,Private,Freelance,1600000,3,3,3.5,3.5,3.5,3.5,3.5,2.5,3.5,2.5,1.5,3.13,Yes,No,Low
0340,2020,2,Female,18,3,BKK,Urban,Home,67,Wifi,7000,Vocational School,BKK,BKK4,1.5,1.75,1.75,1.75,3,Mom or Dad,Apart,Primary,Primary,Father,Private,Private,290000,1.5,2.5,3,2,1.5,0.5,1.5,1,1.5,2.5,2.5,2.05,No,No,No
0341,2020,3,Female,19,4,BKK,Urban,Home,71,Wifi,14000,High School,BKK,BKK5,3.5,4,4,1.5,3,Parents,Together,Primary,High School,Father,Public,Public,1680000,3,2.5,4,3.5,4,4,3,3,3,2.5,3,3.36,No,No,Low
0342,2020,2,Male,19,19,BKK,Urban,Home,56,Wifi,11000,High School,BKK,BKK6,2.5,2.5,3,2.25,3,Parents,Together,Bachelor,Master,Mother,Freelance,Private,570000,2.5,3.5,4,3,3,3,2.5,3.5,1,1.5,3.5,3.01,Yes,No,Medium
0343,2020,2,Male,18,0,E,Urban,Apartment,34,Wifi,5000,High School,BKK,BKK8,1.75,1.75,3.5,1.75,3,Alone,Together,High School,High School,Mother,Public,Private,600000,1.5,1,1,2,2.5,1,1.5,1,1,2.5,3,1.82,No,No,Medium
0344,2020,2,Male,18,18,BKK,Urban,Home,88,Wifi,5000,Vocational School,BKK,BKK10,2.25,2.25,2.5,2.25,3,Parents,Together,Primary,Primary,Father,Freelance,Public,180000,2,1.5,2.5,2.5,2,0.5,2,2.5,2,2.5,2,2.18,No,Yes,High
0345,2020,2,Female,18,0,E,Rural,Apartment,38,Mobile,7000,High School,E,E8,1.75,1.75,2.25,1.75,4,Alone,Together,Vocational,Bachelor,Father,Public,Business,260000,1.5,2,2.5,2,2.5,2,2,2,0.5,1.5,0.5,2.17,No,No,High
0346,2020,2,Male,19,19,BKK,Urban,Apartment,13,Mobile,1000,Vocational School,BKK,BKK8,2,2.25,2.25,3.5,3,Alone,Together,Bachelor,Bachelor,Father,Private,Business,150000,2,1.5,2.5,2.5,3,1.5,2,1.5,2,2,1.5,2.16,No,No,Medium
0347,2020,2,Female,18,18,BKK,Urban,Home,55,Mobile,2000,High School,BKK,BKK4,3,2.5,3,2.25,3,Parents,Together,Bachelor,Bachelor,Mother,Public,Business,240000,3,3,3,3.5,4,2.5,3.5,3,1.5,3.5,1,2.95,No,No,Low
0348,2020,2,Male,18,18,BKK,Urban,Home,27,Wifi,6000,High School,BKK,BKK1,2.75,3,3.25,3,4,Parents,Together,Bachelor,Bachelor,Father,Public,Public,220000,2.5,1.5,2,3,3.5,3.5,2.5,3,1,2.5,3,2.63,No,No,No
0349,2020,2,Male,18,3,BKK,Urban,Apartment,54,Wifi,15000,Vocational School,BKK,BKK5,2.5,3,2,2.75,4,Alone,Together,Primary,High School,Father,Public,Freelance,1790000,2,2.5,2.5,2.5,2.5,1,2.5,2.5,1,2.5,4,2.59,No,No,High
0350,2020,2,Male,18,18,BKK,Urban,Apartment,55,Wifi,9000,Vocational School,BKK,BKK6,1.5,1.75,1.75,1.75,3,Roommates,Together,High School,Primary,Father,Freelance,Private,950000,1,1,1,1.5,1.5,1.5,1,2,0.5,1.5,3.5,1.83,No,No,Low
0351,2020,1,Female,18,18,BKK,Urban,Home,22,Wifi,9000,Vocational School,BKK,BKK6,3,2.75,2.5,3,3,Mom or Dad,Apart,Bachelor,Master,Mother,Business,Public,1060000,3,2.5,3,3.5,3.5,3,3,3.5,3,3,3.5,3.25,Yes,No,Medium
0352,2020,2,Female,20,0,E,Urban,Apartment,70,Mobile,9000,High School,E,E1,2.75,3,3,3,5,Alone,Together,Vocational,Vocational,Father,Private,Private,340000,2.5,2,2.5,3,3.5,2,3,2.5,2.5,3,2.5,2.84,No,No,Medium
0353,2020,3,Female,20,0,E,Urban,Apartment,82,Wifi,15000,High School,E,E1,2.75,2.75,2.5,3.25,2,Alone,Apart,Vocational,Bachelor,Father,Public,Freelance,1030000,2.5,2,2,3,3,1,2.5,3,2,2.5,0.5,2.42,No,No,Low
0354,2020,2,Female,18,18,BKK,Urban,Home,26,Mobile,4000,Vocational School,BKK,BKK5,3,3.25,3,1.5,3,Parents,Together,Primary,Primary,Mother,Private,Business,160000,2.5,2,3.5,3,1.5,1.5,2.5,1.5,1,2,2,2.37,No,No,High
0355,2020,2,Male,18,3,BKK,Urban,Apartment,18,Mobile,4000,Vocational School,BKK,BKK9,2.25,2.5,2.5,2,4,Alone,Together,Vocational,High School,Mother,Freelance,Freelance,150000,2,2.5,3,2.5,2,1.5,2,2.5,1.5,1.5,3,2.34,No,No,Low
0356,2020,1,Male,18,18,BKK,Urban,Home,27,Wifi,10000,Vocational School,BKK,BKK7,2.75,2.75,2.25,2.5,4,Parents,Together,Vocational,High School,Father,Public,Public,1130000,2.5,1.5,2.5,3,2.5,2,3.5,2.5,3,3,2.5,2.81,No,No,Medium
0357,2020,2,Female,18,0,NE,Urban,Apartment,68,Mobile,10000,High School,NE,NE2,2.25,2,2.25,2,3,Roommates,Together,Vocational,Vocational,Mother,Public,Business,680000,2,2,3,2.5,3,1,2.5,2,2,2,2,2.26,No,No,Medium
0358,2020,2,Female,18,18,BKK,Urban,Apartment,77,Mobile,7000,Vocational School,BKK,BKK10,2,1.75,1.75,2,2,Alone,Apart,Bachelor,Master,Mother,Private,Public,280000,1.5,1.5,2.5,2,1.5,1,0.5,1.5,0.5,2,2.5,1.95,No,No,High
0359,2020,2,Male,18,18,BKK,Urban,Home,52,Wifi,3000,High School,BKK,BKK2,1.5,1.75,2.75,1.75,3,Parents,Together,High School,High School,Father,Freelance,Private,350000,1,1,2.5,1.5,1,1,1,1.5,0.5,2,2,1.62,No,No,Medium
0360,2020,2,Male,18,3,NE,Urban,Apartment,24,Mobile,8000,High School,BKK,BKK8,2,1.75,3.5,3,3,Roommates,Together,Bachelor,Master,Father,Freelance,Private,600000,1.5,0.5,1.5,2,2,2,2,1,1.5,2,1.5,1.77,No,No,Low
0361,2020,3,Female,18,18,BKK,Urban,Home,38,Mobile,5000,High School,BKK,BKK2,1.5,1.75,2,1.75,3,Parents,Together,Bachelor,Bachelor,Father,Freelance,Freelance,210000,1.5,1.5,1.5,2,3,1.5,1.5,2,1.5,1.5,3,2.07,No,Yes,No
0362,2020,3,Male,18,18,BKK,Urban,Home,64,Wifi,8000,High School,BKK,BKK4,1.75,2.25,1.75,1.75,5,Parents,Together,Bachelor,Vocational,Father,Business,Public,330000,1.5,1,1,2,2.5,1,2,2,1.5,1.5,4,2.03,No,No,Low
0363,2020,2,Female,18,18,BKK,Urban,Home,59,Mobile,4000,High School,BKK,BKK6,2,1.75,1.75,2,3,Parents,Together,High School,High School,Father,Private,Private,270000,2,1,2.5,2.5,2.5,1.5,2.5,1.5,1.5,2.5,3,2.21,No,Yes,No
0364,2020,3,Female,18,0,NE,Urban,Apartment,60,Mobile,5000,High School,NE,NE7,1.5,1.75,1.75,2,2,Alone,Apart,Bachelor,Master,Mother,Freelance,Private,210000,1.5,1.5,2.5,2,2.5,3,2,2,1,2.5,2.5,2.46,No,No,Medium
0365,2020,3,Male,18,0,E,Rural,Apartment,74,Wifi,1000,High School,E,E7,1.75,1.75,1.75,1.75,2,Alone,Apart,Bachelor,Bachelor,Mother,Public,Private,150000,1.5,1.5,1,2,2,1.5,2,1,1.5,2,1,1.99,No,No,Low
0366,2020,2,Male,18,18,BKK,Urban,Home,65,Wifi,7000,Vocational School,BKK,BKK7,1.5,2,2,2,3,Mom or Dad,Apart,High School,Primary,Father,Business,Business,280000,1.5,1,1,2,1.5,3,2,1.5,1,2.5,2.5,2.03,No,No,Medium
0367,2020,1,Male,18,18,BKK,Urban,Apartment,37,Wifi,14000,Vocational School,BKK,BKK1,2.75,2.5,2.25,2.75,3,Alone,Apart,High School,Vocational,Mother,Private,Freelance,1690000,3,3,3.5,3.5,4,4,3,2.5,2,2.5,3,3.23,No,No,High
