Student_ID,Year_of_Entry,TCAS_channels,Years_Living_in_BKK,Hometown_REGION,Address_Type,Where_to_stay,Time_spent_for_traveling,InternetAccess_at_Home,Living_expenses,Type_of_prior_school,Prior_School_Province_REGION,School_name,Math,Physics,Chemistry,Biology,Family_Size,Stay_with,Family_status,Father_Education,Mother_Education,guardian,mother_job,father_job,Household_income,Calculus_1,Calculus_2,Calculus_3,Physics_1,Physics_2,Chemistry_1,Statistics,Computer_Programming,Thermodynamics,Engineering_Materials,Engineering_Drawing,University_GPAx_1st_year,Scholarship_Excellent_Performance,Scholarship_Financial_Aid,Participation_on_Activities
300,2020.0,3.0,18.0,BKK,Urban,Home,46,wifi,15000,High School,BKK,BKK5,2.25,1.75,2.75,3.25,3,Parents,Together,Bachelor,Bachelor,Father,Public,Public,2050000,2.0,2.5,2.0,1.0,2.0,3.0,2.5,2.0,1.0,2.5,3.5,2.57,No,No,Low
301,2020.0,2.0,0.0,S,Urban,Apartment,69,wifi,8000,High School,S,S2,3.25,3.0,2.75,2.75,4,Alone,Together,Bachelor,Bachelor,Father,Private,Public,900000,3.0,3.0,4.0,2.0,2.5,1.5,3.0,3.0,2.5,2.5,0.5,2.75,Yes,No,Medium
303,2020.0,2.0,0.0,E,Urban,Apartment,38,wifi,14000,Vocational School,BKK,BKK2,2.0,1.75,2.0,1.75,3,Alone,Together,Master,Bachelor,Father,Public,Public,840000,1.5,1.5,1.5,0.5,1.5,1.0,2.0,1.5,1.0,2.0,2.0,1.79,No,No,Medium
304,2020.0,2.0,18.0,BKK,Urban,Apartment,33,wifi,15000,Vocational School,BKK,BKK6,2.25,1.75,1.75,2.5,4,Alone,Together,Doctoral,Bachelor,Mother,Private,Private,1900000,2.0,2.0,3.0,1.0,2.0,3.0,2.5,2.5,1.0,3.0,1.5,2.5,No,No,High
305,2020.0,3.0,19.0,BKK,Urban,Home,59,wifi,15000,High School,BKK,BKK10,3.0,3.0,3.5,3.25,4,Parents,Together,Bachelor,Bachelor,Father,Public,Private,2390000,3.0,3.5,3.5,2.0,3.0,4.0,3.5,3.0,1.5,3.5,1.5,3.1,No,No,No
308,2020.0,3.0,0.0,S,Urban,Apartment,79,mobile,11000,High School,S,S9,2.0,2.5,1.75,3.0,3,Alone,Together,Bachelor,Bachelor,Father,Public,Business,1280000,2.0,1.5,1.5,1.0,1.0,1.5,3.0,2.5,1.0,1.0,2.0,2.11,No,No,Medium
309,2020.0,2.0,18.0,BKK,Urban,Apartment,29,wifi,15000,Vocational School,BKK,BKK8,1.75,2.0,1.75,1.75,4,Alone,Together,Bachelor,Bachelor,Father,Public,Freelance,1080000,2.0,2.0,3.5,1.5,2.0,2.0,2.0,2.5,1.5,1.5,2.5,2.3,No,No,Medium
310,2020.0,3.0,0.0,S,Urban,Apartment,63,mobile,14000,High School,S,S6,3.0,2.5,3.0,3.25,4,Alone,Together,Bachelor,Bachelor,Mother,Public,Private,570000,2.5,3.0,4.0,2.0,3.0,2.0,2.5,2.5,1.5,3.0,3.5,2.74,No,No,Medium
311,2020.0,2.0,18.0,BKK,Urban,Home,38,wifi,15000,Vocational School,BKK,BKK9,3.0,2.5,2.5,2.5,3,Parents,Together,Master,Bachelor,Father,Freelance,Private,1780000,3.0,3.5,3.5,2.0,4.0,4.0,3.0,3.5,2.0,3.5,2.5,3.26,No,No,Medium
312,2020.0,2.0,18.0,BKK,Urban,Home,86,wifi,15000,High School,BKK,BKK6,2.25,2.25,3.25,2.0,4,Parents,Together,Bachelor,Master,Mother,Public,Public,1070000,2.0,2.0,2.0,1.5,2.0,1.0,2.5,2.5,3.0,2.5,1.0,2.35,No,No,Low
313,2020.0,3.0,0.0,S,Urban,Apartment,31,mobile,15000,High School,S,S9,1.5,1.75,1.5,2.5,3,Roommates,Together,Bachelor,Bachelor,Mother,Public,Private,1940000,1.5,2.5,3.5,0.0,1.5,0.5,1.5,1.5,1.0,1.0,3.5,1.94,No,No,Medium
314,2020.0,1.0,3.0,BKK,Urban,Home,63,wifi,15000,Vocational School,BKK,BKK5,2.25,2.25,2.5,2.75,4,Parents,Together,Bachelor,Bachelor,Mother,Public,Private,1870000,1.5,1.0,1.5,1.0,2.0,1.0,1.5,1.0,2.5,1.5,2.5,1.96,No,No,Medium
315,2020.0,3.0,0.0,S,Urban,Home,61,wifi,15000,High School,S,S7,1.5,2.0,2.0,2.0,3,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Public,Private,1850000,1.5,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.5,2.0,2.0,1.83,No,No,Medium
316,2020.0,2.0,18.0,BKK,Urban,Home,13,mobile,15000,Vocational School,BKK,BKK6,2.0,2.25,3.0,2.75,4,Parents,Together,Bachelor,Bachelor,Father,Public,Public,1800000,2.0,0.5,1.0,1.0,2.0,2.5,2.0,2.5,2.5,1.5,1.5,2.01,No,No,Low
317,2020.0,2.0,3.0,S,Urban,Apartment,37,mobile,15000,High School,S,S7,1.75,2.0,1.75,1.75,3,Alone,Together,Bachelor,Bachelor,Mother,Business,Business,3550000,1.5,1.0,1.0,0.5,1.0,1.0,1.5,2.0,1.0,2.5,3.0,2.0,No,No,Medium
319,2020.0,2.0,0.0,E,Urban,Apartment,41,wifi,7000,High School,BKK,BKK8,1.75,1.5,2.25,2.25,3,Roommates,Together,Bachelor,Master,Father,Private,Freelance,840000,1.5,1.0,1.0,0.5,1.0,2.0,1.5,1.5,1.5,2.0,2.0,1.81,No,No,Medium
320,2020.0,3.0,0.0,S,Urban,Apartment,50,mobile,7000,High School,S,S10,1.75,1.75,2.25,2.25,3,Alone,Together,HighSchool,HighSchool,Mother,Freelance,Public,270000,1.5,1.5,2.0,0.5,1.0,0.5,2.0,1.5,1.5,1.5,3.0,2.0,No,No,Medium
321,2020.0,2.0,0.0,E,Urban,Apartment,67,wifi,15000,High School,E,E2,2.75,3.25,3.0,2.5,3,Alone,Together,Bachelor,Bachelor,Father,Public,Business,2120000,2.5,3.0,3.5,1.5,2.0,1.5,2.5,2.5,2.0,1.0,2.5,2.51,No,No,Medium
322,2020.0,3.0,3.0,E,Rural,Apartment,17,mobile,9000,High School,E,E3,3.5,3.0,3.0,3.5,3,Alone,Apart,Bachelor,Bachelor,Mother,Private,Private,640000,3.0,3.5,4.0,2.0,3.5,2.5,3.5,3.5,1.5,3.0,2.5,3.23,No,No,Medium
323,2020.0,2.0,19.0,BKK,Urban,Home,49,wifi,9000,High School,BKK,BKK7,3.5,3.0,3.0,3.0,3,Parents,Together,Master,Bachelor,Mother,Private,Public,1120000,3.0,3.0,3.5,2.0,3.5,1.5,3.0,3.5,2.0,3.5,2.5,2.91,Yes,No,Low
325,2020.0,3.0,0.0,S,Rural,Apartment,107,wifi,8000,Vocational School,S,S10,2.75,3.25,2.25,2.25,4,Alone,Together,Bachelor,Bachelor,Father,Freelance,Private,900000,2.5,2.5,3.0,1.0,1.0,2.5,2.0,3.0,2.0,3.5,2.0,2.41,No,No,Low
326,2020.0,2.0,19.0,BKK,Urban,Apartment,86,mobile,12000,Vocational School,BKK,BKK7,3.0,2.5,2.5,3.0,3,Alone,Together,Bachelor,Bachelor,Father,Freelance,Private,660000,3.0,2.5,3.5,2.0,3.5,3.0,3.5,3.0,2.0,3.0,3.0,3.08,Yes,No,High
328,2020.0,1.0,18.0,BKK,Urban,Home,6,wifi,13000,Vocational School,BKK,BKK2,3.25,3.0,3.25,3.75,3,Parents,Together,Bachelor,Bachelor,Mother,Private,Freelance,1140000,3.5,3.0,3.5,3.0,3.5,3.5,3.5,3.0,3.0,4.0,2.0,3.43,No,No,Medium
329,2020.0,2.0,0.0,E,Rural,Apartment,44,mobile,15000,High School,E,E8,3.0,3.0,3.0,3.0,2,Alone,Apart,Bachelor,Bachelor,Father,Private,Private,1910000,2.5,2.0,1.5,1.5,3.0,1.5,3.5,2.0,3.0,3.0,3.0,2.5,No,No,Medium
330,2020.0,2.0,18.0,BKK,Urban,Home,57,wifi,15000,Vocational School,BKK,BKK4,3.25,3.5,3.5,3.0,3,Parents,Together,Bachelor,Bachelor,Father,Private,Business,3340000,3.0,2.5,3.0,1.5,2.5,3.5,3.5,3.0,2.5,3.0,2.0,3.01,Yes,No,Medium
332,2020.0,2.0,18.0,BKK,Urban,Home,81,wifi,11000,Vocational School,BKK,BKK7,1.75,1.75,1.75,1.75,4,Parents,Together,Bachelor,Bachelor,Mother,Private,Freelance,660000,2.0,2.5,3.0,1.0,2.0,1.5,2.5,2.5,2.5,3.0,2.0,2.49,No,Yes,Low
333,2020.0,2.0,0.0,E,Urban,Apartment,13,wifi,15000,High School,E,E6,3.25,3.25,3.25,2.0,4,Alone,Together,Bachelor,Bachelor,Father,Freelance,Business,3490000,3.5,3.0,3.5,2.5,3.0,2.5,3.5,3.5,2.5,3.5,2.5,3.17,Yes,No,High
334,2020.0,2.0,18.0,BKK,Urban,Apartment,88,mobile,14000,High School,BKK,BKK7,3.0,3.5,3.25,2.25,4,Alone,Together,Bachelor,Bachelor,Father,Business,Public,560000,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.5,3.5,4.0,1.5,2.93,Yes,No,Medium
335,2020.0,3.0,3.0,E,Rural,Apartment,83,wifi,15000,High School,E,E10,3.0,3.5,3.0,3.0,4,Alone,Together,Bachelor,Bachelor,Father,Freelance,Business,3120000,2.5,3.0,2.5,1.0,1.5,1.5,3.5,3.5,1.5,3.0,3.0,2.75,No,No,Low
336,2020.0,3.0,0.0,E,Rural,Apartment,43,wifi,15000,High School,E,E7,1.75,2.0,1.75,1.75,3,Alone,Together,Bachelor,Master,Father,Public,Freelance,2220000,1.5,1.5,2.5,0.5,1.0,1.0,1.5,1.5,1.0,1.5,2.5,1.89,No,No,Medium
337,2020.0,2.0,18.0,BKK,Urban,Home,81,wifi,9000,Vocational School,BKK,BKK2,2.0,2.25,2.25,2.5,3,Parents,Together,Master,Bachelor,Father,Public,Private,1060000,1.5,1.5,1.0,1.0,1.5,1.0,1.5,2.0,0.5,2.0,1.0,1.86,No,No,No
338,2020.0,2.0,18.0,BKK,Urban,Apartment,5,wifi,15000,Vocational School,BKK,BKK6,2.0,1.75,2.5,1.75,3,Alone,Together,Bachelor,Master,Father,Private,Private,1810000,1.5,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.5,1.94,No,No,Medium
339,2020.0,1.0,18.0,BKK,Urban,Home,9,wifi,9000,Vocational School,BKK,BKK7,3.25,3.75,3.5,2.75,2,Mom or Dad,Apart,Master,Bachelor,Mother,Freelance,Freelance,1110000,3.0,3.0,3.5,2.0,4.0,2.5,3.0,3.5,2.0,3.0,2.5,2.98,No,No,High
341,2020.0,3.0,0.0,E,Urban,Apartment,46,wifi,9000,High School,E,E7,2.0,1.75,1.75,3.25,3,Alone,Together,Bachelor,Bachelor,Mother,Public,Public,1070000,2.0,1.5,2.0,1.5,3.0,2.5,2.5,2.0,2.0,2.5,2.0,2.46,No,No,High
342,2020.0,2.0,18.0,BKK,Urban,Home,80,wifi,11000,Vocational School,BKK,BKK4,1.5,2.0,2.5,2.0,3,Parents,Together,Bachelor,Bachelor,Father,Freelance,Business,1280000,1.0,1.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.02,No,No,Low
343,2020.0,1.0,18.0,BKK,Urban,Home,69,mobile,15000,Vocational School,BKK,BKK10,3.25,3.0,3.75,3.5,4,Parents,Together,Master,Master,Father,Public,Business,3550000,3.5,3.0,2.5,2.5,3.5,3.0,3.5,3.5,3.0,3.5,2.0,3.19,No,No,Medium
344,2020.0,1.0,18.0,BKK,Urban,Home,46,wifi,8000,Vocational School,BKK,BKK4,3.0,3.25,2.5,3.25,2,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Public,Private,560000,3.0,2.5,3.0,2.0,3.0,1.5,3.5,3.0,2.5,2.5,1.0,2.75,No,No,Low
345,2020.0,2.0,0.0,E,Rural,Apartment,84,wifi,13000,High School,E,E10,3.5,3.75,3.5,3.25,3,Roommates,Together,Master,Master,Father,Freelance,Public,1270000,3.5,3.5,3.5,2.5,3.5,4.0,4.0,3.5,3.0,3.5,4.0,3.63,Yes,No,Low
347,2020.0,2.0,3.0,S,Urban,Apartment,35,mobile,8000,High School,S,S8,2.5,2.5,2.75,2.0,3,Alone,Together,HighSchool,HighSchool,Father,Public,Public,510000,2.5,2.0,3.0,1.5,2.5,2.5,3.0,3.0,2.0,2.5,2.5,2.75,Yes,No,Medium
348,2020.0,2.0,18.0,BKK,Urban,Apartment,78,wifi,11000,High School,BKK,BKK9,2.25,2.75,2.25,2.75,3,Alone,Together,Bachelor,Master,Father,Private,Public,1290000,2.0,1.5,2.0,0.5,1.5,1.0,1.5,2.0,2.0,3.5,3.5,2.2,No,No,Medium
350,2020.0,3.0,19.0,BKK,Urban,Home,34,wifi,9000,High School,BKK,BKK3,3.5,3.5,3.75,3.0,3,Parents,Together,Bachelor,Master,Mother,Freelance,Public,1110000,3.0,2.5,2.5,2.0,3.5,2.5,3.0,4.0,2.0,3.5,1.5,2.95,Yes,No,High
351,2020.0,1.0,3.0,BKK,Urban,Home,83,wifi,15000,Vocational School,BKK,BKK8,3.5,3.25,1.75,3.5,4,Parents,Together,Bachelor,Bachelor,Mother,Freelance,Business,3320000,3.0,2.5,3.0,2.0,3.5,3.0,3.0,2.5,3.0,3.0,2.0,3.05,Yes,No,High
352,2020.0,2.0,18.0,BKK,Urban,Home,34,wifi,6000,High School,BKK,BKK2,3.25,3.25,2.25,3.25,4,Parents,Together,Master,Bachelor,Father,Freelance,Private,740000,3.0,2.5,2.0,2.5,3.5,3.5,3.0,2.5,2.5,3.5,3.5,2.92,Yes,No,No
354,2020.0,3.0,0.0,E,Urban,Apartment,72,wifi,10000,High School,E,E3,2.5,2.25,2.25,2.0,4,Roommates,Together,Bachelor,Master,Father,Public,Public,990000,2.0,1.5,1.5,1.0,1.5,1.5,2.0,2.0,2.5,2.5,1.0,2.2,No,No,Medium
355,2020.0,2.0,18.0,BKK,Urban,Home,61,wifi,15000,Vocational School,BKK,BKK6,3.0,2.75,3.0,3.5,3,Parents,Together,Bachelor,Bachelor,Father,Freelance,Private,1910000,2.5,1.5,1.5,2.0,4.0,1.0,2.0,3.0,1.0,2.0,4.0,2.47,No,No,No
356,2020.0,2.0,0.0,E,Urban,Apartment,23,mobile,15000,High School,E,E7,3.5,2.5,4.0,3.75,5,Alone,Together,Bachelor,Master,Father,Private,Business,3420000,3.0,3.0,3.5,2.0,2.5,2.5,3.5,3.0,2.5,3.5,4.0,3.17,No,No,Medium
357,2020.0,2.0,18.0,BKK,Urban,Home,69,mobile,11000,Vocational School,BKK,BKK2,2.75,2.5,3.0,2.0,4,Parents,Together,Bachelor,Bachelor,Father,Freelance,Private,490000,2.5,2.0,3.0,1.5,3.0,2.0,2.5,3.0,2.5,3.0,1.0,2.68,No,No,High
358,2020.0,3.0,0.0,S,Urban,Apartment,62,wifi,9000,High School,S,S1,2.0,2.25,2.0,2.5,4,Alone,Together,HighSchool,Bachelor,Mother,Private,Private,540000,2.0,1.5,2.0,1.0,2.0,2.5,2.0,2.0,2.0,2.0,1.0,2.14,No,No,Medium
359,2020.0,2.0,0.0,S,Urban,Apartment,80,wifi,14000,High School,S,S5,3.5,3.25,3.5,1.5,3,Alone,Together,Master,Master,Father,Private,Private,1700000,3.0,3.5,4.0,1.5,2.0,3.0,3.0,3.0,2.5,3.0,2.5,3.0,Yes,No,Medium
360,2020.0,2.0,19.0,BKK,Urban,Home,14,mobile,11000,Vocational School,BKK,BKK3,2.25,2.5,2.25,3.5,2,Mom or Dad,Apart,Vocational,HighSchool,Mother,Public,Private,480000,2.0,2.5,2.5,1.0,1.5,2.0,2.5,2.5,1.0,3.0,3.0,2.57,No,Yes,High
361,2020.0,2.0,4.0,E,Urban,Apartment,67,wifi,15000,High School,BKK,BKK3,3.5,3.5,4.0,3.25,3,Roommates,Together,Master,Bachelor,Father,Public,Freelance,720000,3.0,3.0,2.5,1.5,2.5,2.5,3.0,3.5,2.5,3.5,3.5,2.99,No,No,Medium
362,2020.0,2.0,18.0,BKK,Urban,Home,15,wifi,15000,High School,BKK,BKK6,3.0,3.0,3.25,3.0,2,Parents,Together,Bachelor,Bachelor,Mother,Freelance,Business,4600000,2.5,3.0,3.0,1.5,3.0,2.5,1.5,2.5,1.5,2.5,3.0,2.52,No,No,Low
363,2020.0,3.0,0.0,E,Rural,Apartment,23,wifi,9000,Vocational School,E,E6,3.0,2.75,2.5,1.5,3,Roommates,Apart,Bachelor,Bachelor,Mother,Freelance,Private,1060000,3.0,2.5,3.5,1.5,3.5,3.5,3.0,2.0,2.0,2.5,2.5,2.99,No,No,Medium
364,2020.0,1.0,18.0,BKK,Urban,Apartment,74,wifi,13000,Vocational School,BKK,BKK4,3.5,3.25,3.75,3.0,4,Alone,Together,Bachelor,Bachelor,Father,Public,Private,1580000,3.0,2.0,2.5,2.0,4.0,3.0,3.0,3.5,0.5,4.0,2.5,2.78,No,No,High
367,2020.0,3.0,18.0,BKK,Urban,Apartment,17,wifi,9000,High School,BKK,BKK1,3.0,3.0,3.5,2.75,3,Alone,Together,Bachelor,Bachelor,Father,Public,Private,1040000,3.0,1.5,2.0,2.0,2.5,3.5,3.0,3.5,2.0,3.0,3.5,2.84,No,No,Medium
368,2020.0,2.0,3.0,E,Urban,Apartment,72,wifi,15000,High School,BKK,BKK7,2.25,2.25,2.75,2.75,2,Roommates,Apart,Master,Bachelor,Father,Public,Private,930000,2.0,1.5,2.0,1.0,2.0,2.0,2.0,1.5,1.5,2.5,3.0,2.29,No,No,Low
369,2020.0,2.0,0.0,S,Urban,Apartment,29,wifi,15000,High School,S,S3,3.25,3.5,2.5,3.0,4,Alone,Together,Doctoral,Bachelor,Father,Public,Business,3380000,3.0,2.5,3.5,2.5,4.0,2.0,3.0,3.5,2.5,3.0,2.0,3.0,No,No,Low
371,2020.0,3.0,3.0,S,Urban,Apartment,10,wifi,11000,Vocational School,S,S1,3.25,3.0,3.0,3.5,3,Roommates,Together,Bachelor,Master,Mother,Public,Private,840000,3.0,2.0,4.0,2.0,3.0,2.5,3.5,3.5,3.0,3.0,2.5,2.98,No,No,Medium
373,2020.0,2.0,0.0,S,Urban,Apartment,25,wifi,13000,Vocational School,BKK,BKK3,3.25,3.25,2.5,3.75,3,Alone,Together,Bachelor,Bachelor,Mother,Private,Public,810000,3.0,3.0,3.0,2.0,3.0,2.5,3.0,2.5,2.5,2.5,1.5,2.7,No,No,High
376,2020.0,3.0,0.0,E,Rural,Apartment,90,mobile,5000,High School,E,E3,2.25,2.5,2.25,2.25,3,Alone,Apart,Bachelor,Bachelor,Mother,Public,Business,580000,2.0,2.0,2.5,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.22,No,No,Low
378,2020.0,2.0,3.0,S,Urban,Apartment,24,wifi,10000,High School,S,S10,2.25,2.0,2.5,2.75,3,Alone,Together,Bachelor,Bachelor,Mother,Public,Public,950000,2.0,2.0,2.0,1.5,2.5,1.0,2.5,2.0,1.5,2.5,3.5,2.38,No,No,Medium
379,2019.0,2.0,3.0,BKK,Urban,Apartment,70,mobile,12000,Vocational School,BKK,BKK4,3.0,3.25,1.75,3.0,3,Alone,Together,Bachelor,Master,Father,Freelance,Public,760000,2.5,2.0,2.0,1.5,2.5,1.0,2.5,3.0,2.0,3.0,3.5,2.6,No,No,Medium
380,2019.0,2.0,18.0,BKK,Urban,Home,80,wifi,5000,Vocational School,BKK,BKK7,2.0,2.25,2.5,2.5,3,Parents,Together,Bachelor,Bachelor,Father,Private,Public,600000,2.0,2.0,2.5,0.5,2.0,1.0,2.0,2.0,1.5,2.0,2.5,2.06,No,Yes,Medium
381,2019.0,2.0,3.0,E,Urban,Apartment,11,mobile,13000,Vocational School,BKK,BKK5,2.0,2.5,1.75,1.75,3,Alone,Together,HighSchool,Bachelor,Mother,Private,Private,530000,2.0,2.5,3.5,1.5,2.5,1.5,2.5,2.5,2.5,1.5,0.5,2.52,No,No,Medium
384,2019.0,2.0,0.0,S,Urban,Apartment,24,wifi,10000,Vocational School,BKK,BKK9,2.0,1.75,2.0,2.25,3,Alone,Together,Bachelor,Master,Mother,Private,Private,1170000,2.0,2.5,2.0,1.0,1.5,1.0,3.0,2.0,1.5,3.0,2.5,2.21,No,No,Medium
385,2019.0,2.0,3.0,BKK,Urban,Home,54,wifi,9000,Vocational School,BKK,BKK4,2.75,3.0,3.5,2.25,4,Parents,Together,Bachelor,Bachelor,Mother,Private,Public,1080000,2.0,2.0,2.0,1.5,2.0,1.5,2.5,2.0,1.0,3.5,1.0,2.29,No,No,No
386,2019.0,3.0,18.0,BKK,Urban,Home,41,mobile,10000,High School,BKK,BKK8,3.25,3.25,3.75,3.5,3,Alone,Together,HighSchool,Bachelor,Father,Freelance,Private,420000,2.5,2.5,4.0,1.5,3.0,3.0,1.5,2.5,1.0,3.5,3.0,2.67,No,No,Medium
388,2019.0,2.0,0.0,S,Urban,Apartment,38,mobile,14000,High School,S,S7,2.0,1.75,3.5,1.75,4,Alone,Together,Master,Bachelor,Father,Private,Public,790000,2.0,2.5,2.5,1.5,2.5,1.0,2.5,1.0,1.0,2.5,2.5,2.41,No,No,Medium
389,2019.0,3.0,3.0,E,Rural,Apartment,32,wifi,15000,Vocational School,E,E5,1.75,1.75,1.75,1.75,3,Alone,Together,Bachelor,Master,Mother,Public,Private,1040000,1.5,1.0,2.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.5,1.83,No,No,Medium
390,2019.0,2.0,0.0,E,Rural,Apartment,69,mobile,15000,High School,E,E10,2.75,2.25,2.75,3.5,4,Alone,Together,Bachelor,Bachelor,Father,Freelance,Freelance,2850000,2.5,2.5,3.0,1.5,2.5,2.5,2.5,2.5,2.0,2.5,3.5,2.69,No,No,High
391,2019.0,2.0,4.0,BKK,Urban,Home,27,wifi,8000,High School,BKK,BKK2,2.25,3.0,2.25,2.25,3,Parents,Together,Bachelor,Bachelor,Father,Private,Freelance,720000,2.0,2.0,2.0,0.5,1.0,2.5,2.0,1.0,1.0,2.0,2.5,2.05,No,No,Low
392,2019.0,2.0,0.0,S,Rural,Apartment,6,wifi,15000,High School,S,S3,1.5,1.75,1.75,1.75,3,Alone,Apart,Bachelor,Master,Mother,Private,Freelance,2010000,1.0,1.0,2.5,0.0,1.5,1.0,1.0,2.0,1.0,2.0,2.0,1.87,No,No,No
393,2019.0,1.0,18.0,BKK,Urban,Home,74,wifi,12000,Vocational School,BKK,BKK8,2.25,2.25,2.0,2.5,4,Parents,Together,Bachelor,Bachelor,Mother,Private,Freelance,1110000,2.0,2.0,2.5,1.5,1.5,1.0,2.5,2.0,0.5,1.5,4.0,2.18,No,No,No
394,2019.0,2.0,19.0,BKK,Urban,Home,34,wifi,13000,Vocational School,BKK,BKK6,2.75,2.5,3.25,3.5,4,Parents,Together,Bachelor,Master,Father,Private,Private,730000,2.5,1.5,2.0,2.0,3.0,1.0,2.5,2.5,1.5,2.0,3.0,2.42,No,No,Low
395,2019.0,3.0,19.0,BKK,Urban,Home,24,mobile,15000,High School,BKK,BKK4,2.75,2.75,2.5,2.25,4,Parents,Together,Master,Bachelor,Father,Freelance,Freelance,970000,2.0,2.0,1.5,1.0,2.0,1.5,3.0,2.0,2.0,2.5,1.5,2.12,No,Yes,Medium
396,2019.0,2.0,3.0,BKK,Urban,Home,30,wifi,10000,Vocational School,BKK,BKK6,3.5,3.0,3.5,3.25,3,Parents,Together,Bachelor,Bachelor,Father,Freelance,Private,1250000,3.0,3.5,4.0,2.0,2.0,3.5,4.0,3.0,1.5,2.5,2.0,3.06,No,No,Low
397,2019.0,2.0,18.0,BKK,Urban,Home,35,wifi,15000,Vocational School,BKK,BKK9,1.5,3.25,1.75,1.75,3,Parents,Together,Bachelor,Bachelor,Father,Public,Private,720000,1.5,1.5,2.0,0.5,2.0,0.0,1.0,2.0,2.0,1.5,2.5,1.98,No,No,Low
399,2019.0,2.0,18.0,BKK,Urban,Home,21,mobile,15000,Vocational School,BKK,BKK1,3.5,3.5,2.5,3.5,2,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Public,Public,1890000,3.0,4.0,3.5,2.0,2.0,3.5,3.5,3.0,2.0,3.0,3.5,3.15,No,No,High
400,2019.0,1.0,18.0,BKK,Urban,Home,86,wifi,13000,Vocational School,BKK,BKK8,2.25,2.5,2.75,2.5,3,Parents,Together,Bachelor,Bachelor,Father,Public,Private,560000,2.0,2.5,2.5,1.0,3.0,2.0,2.0,2.0,1.5,2.5,2.5,2.34,No,No,No
401,2019.0,2.0,18.0,BKK,Urban,Home,40,wifi,15000,Vocational School,BKK,BKK6,2.25,1.75,2.5,3.5,4,Parents,Together,Master,Bachelor,Father,Private,Public,2020000,2.0,1.0,1.5,1.5,3.0,1.0,2.0,3.0,2.0,2.5,1.0,2.26,No,No,Medium
402,2019.0,2.0,0.0,S,Urban,Apartment,25,wifi,10000,High School,S,S3,2.5,2.0,1.5,2.75,4,Alone,Together,Bachelor,Bachelor,Father,Public,Freelance,1190000,2.5,2.5,3.0,1.5,1.5,0.5,3.0,3.0,2.5,2.5,1.5,2.4,No,No,High
404,2019.0,2.0,3.0,BKK,Urban,Home,80,wifi,15000,High School,BKK,BKK5,3.25,3.5,3.25,3.25,4,Parents,Together,Bachelor,Bachelor,Father,Freelance,Business,1360000,3.0,3.5,3.0,1.5,2.5,2.0,3.5,3.0,3.5,2.5,2.5,2.87,No,No,High
405,2019.0,2.0,3.0,BKK,Urban,Home,33,wifi,15000,High School,BKK,BKK5,2.0,1.75,2.25,2.25,2,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Public,Private,1970000,1.5,1.0,1.5,0.5,1.5,0.5,2.0,1.0,0.5,1.5,2.5,1.64,No,No,Medium
406,2019.0,2.0,0.0,E,Urban,Apartment,74,mobile,6000,High School,E,E5,2.75,2.75,2.75,3.25,3,Alone,Apart,Bachelor,Bachelor,Mother,Private,Public,470000,2.5,3.0,3.5,1.5,3.5,1.0,3.0,3.0,2.5,2.5,2.5,2.8,No,No,Low
407,2019.0,3.0,18.0,BKK,Urban,Home,57,wifi,6000,High School,BKK,BKK7,3.25,3.5,3.0,3.0,4,Parents,Together,Master,Bachelor,Father,Freelance,Private,720000,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.5,3.0,3.0,2.0,3.1,No,Yes,High
408,2019.0,2.0,18.0,BKK,Urban,Home,77,wifi,8000,High School,BKK,BKK10,1.75,2.0,1.75,1.75,4,Parents,Together,Master,Master,Father,Private,Private,810000,1.5,2.5,3.0,0.5,1.5,1.0,2.0,1.5,1.0,1.5,3.0,2.24,No,No,Medium
409,2019.0,2.0,19.0,BKK,Urban,Home,28,wifi,13000,Vocational School,BKK,BKK7,2.25,3.0,3.5,2.75,4,Parents,Together,Bachelor,Bachelor,Mother,Freelance,Private,720000,2.5,2.5,3.0,1.5,1.5,3.0,3.0,2.0,2.0,2.5,2.0,2.54,No,Yes,Medium
410,2019.0,2.0,0.0,S,Urban,Apartment,78,wifi,10000,High School,S,S2,2.0,2.5,2.0,3.0,4,Alone,Together,Bachelor,Bachelor,Mother,Freelance,Private,980000,2.0,2.5,3.0,1.0,2.0,2.0,1.5,2.0,1.5,2.5,2.5,2.29,No,No,Medium
411,2019.0,2.0,19.0,BKK,Urban,Home,65,wifi,14000,Vocational School,BKK,BKK1,3.25,3.0,3.25,1.75,3,Parents,Together,Bachelor,Bachelor,Father,Private,Private,1450000,3.0,2.5,4.0,2.0,3.5,2.5,3.0,3.5,3.0,3.0,2.5,3.17,No,No,High
