Student_ID,Year_of_Entry,TCAS_channels,Gender,Age,Years_Living_in_BKK,Hometown_REGION,Address_Type,Where_to_stay,Time_spent_for_traveling,InternetAccess_at_Home,Living_expenses,Type_of_prior_school,Prior_School_Province REGION,School_name,Math,Physics,Chemistry,Biology,Family_Size,Stay_with,Family_status,Father_Education,Mother_Education,guardian,mother_job,father_job,Household_income,Calculus_1,Calculus_2,Calculus_3,Physics_1,Physics_2,Chemistry,Statistics,Computer_Programming,Thermodynamics,Engineering_Materials,Engineering_Drawing,University_GPAx_1st_year,Scholarship_Excellent_Performance,Scholarship_Financial_Aid,Participation_on_Activities
261,2020,2,Male,18,0,E,Urban,Apartment,75,Wifi,15000,High School,BKK,BKK1,2.5,2,3,2,4,Roommates,Together,Bachelor,Bachelor,Father,Public,Business,3200000,2.5,2.5,3.5,2,3.5,2.5,3,2.5,2,2.5,1.5,2.82,Yes,No,Medium
262,2020,2,,18,0,S,Rural,Apartment,18,Wifi,15000,High School,BKK,BKK6,1.5,2,3,2,2,Roommates,Apart,Bachelor,Bachelor,Mother,Freelance,Private,720000,1,0.5,1,0.5,2,1,1.5,0.5,1,1.5,2.5,1.55,No,No,Medium
263,2020,3,Female,19,0,NE,Rural,Apartment,50,Mobile,15000,High School,NE,NE7,3.5,3.75,3.5,3.25,3,Alone,Together,Bachelor,Bachelor,Father,Private,Public,2410000,3,3.5,4,2,3.5,2,3,3.5,3.5,2.5,1.5,3.18,No,No,High
264,,2,Male,18,18,BKK,Urban,Home,887,Mobile,6000,Vocational School,BKK,BKK5,2,2.25,2,3,4,Parents,Together,HighSchool,HighSchool,Father,Public,Private,230000,2,1,1,1,1.5,2.5,2,1.5,0.5,2.5,0,1.97,No,No,No
265,2020,1,Male,18,18,BKK,Urban,Apartment,65,wIFI,12000,Vocational School,BKK,BKK1,3,3.25,2.5,2.75,3,Alone,Together,Bachelor,Bachelor,Father,Business,Private,1430000,3,3,3.5,2,3,2.5,3,3.5,3,3.5,4,3.32,No,No,Low
266,2020,2,Male,18,3,BKK,Urban,Home,67,Wifi,15000,High School,BKK,BKK1,2,1.75,1.5,1.75,3,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Private,Private,1030000,2,2,3,0.5,1,1,2.5,2,1.5,2.5,2,2.08,No,No,Low
267,2020,1,Female,18,18,BKK,Urban,Home,86,Wifi,12000,Vocational School,BKK,BKK2,1.75,2.25,1.75,1.75,4,Parents,Together,Master,Master,Mother,Freelance,Business,710000,1.5,0.5,1,0.5,1,1,1,1.5,1,1.5,2,1.73,No,No,Low
268,2020,2,,18,3,BKK,Urban,Home,40,Wifi,6000,High School,BKK,BKK4,2,2,2.25,2.75,3,Parents,Together,Bachelor,HighSchool,Father,Freelance,Public,460000,2,2,2,1,2,1,2.5,2.5,1.5,2,3.5,2.17,No,No,Medium
269,2020,1,Male,18,18,BKK,Urban,Home,31,Wifi,15000,Vocational School,BKK,BKK3,3.25,3,1.75,3,3,Parents,Together,Bachelor,Bachelor,Father,Freelance,Business,2580000,3,3,4,2,3,3,2.5,3,2.5,3.5,4,3.29,Yes,No,High
270,2020,2,Male,18,0,S,Rural,Apartment,68,WIFI,14000,High School,S,S3,1.75,2.25,2,2,4,Alone,Together,Bachelor,Bachelor,Mother,Public,Private,990000,1.5,2,2.5,1,2,1,1.5,1.5,1,2,3,2.09,No,No,Low
271,2020,2,Female,18,18,BKK,Urban,Home,29,Wifi,15000,Vocational School,BKK,BKK8,2.75,3.25,3,3.25,4,Parents,Together,Bachelor,Bachelor,Father,Private,Private,2190000,2.5,2,2,1.5,2.5,3.5,3,2,2.5,3,3,2.71,No,No,High
272,2020,3,Female,18,0,E,Urban,Apartment,19,Wifi,11000,High School,E,E6,3,3,3,2.75,3,Roommates,Apart,Master,Bachelor,Mother,Freelance,Public,900000,2.5,2,1.5,1.5,3.5,1.5,3,3,2.5,3,2,2.46,No,No,High
273,2020,3,Female,19,0,S,Rural,Apartment,116,Wifi,8000,High School,S,S9,2,2.5,1.75,1.75,3,Roommates,Together,Bachelor,Master,Father,Freelance,Public,930000,2,1.5,2,1,2,1,2,2,1,2.5,2.5,2.12,No,No,No
274,2020,2,Female,19,4,BKK,,Home,41,Wifi,7000,High School,BKK,BKK10,1.75,2.25,2.5,2.25,3,Parents,Together,Bachelor,Bachelor,Mother,Private,Freelance,790000,1.5,1.5,2,0,0.5,0,2,2,0.5,1.5,3.5,1.87,No,No,Low
275,2020,2,Male,19,4,BKK,Urban,Home,66,Wifi,12000,Vocational School,BKK,BKK6,2.5,2.25,2.25,2.5,3,Parents,Together,Master,Bachelor,Father,Freelance,Business,750000,2.5,2.5,3,2,3.5,0.5,2.5,2,2.5,3.5,2.5,2.54,No,No,High
276,2020,1,Male,18,18,BKK,Urban,Home,60,Wifi,15000,Vocational School,BKK,BKK4,3.5,3.75,3.5,1.5,3,Parents,Together,Bachelor,Bachelor,Father,Private,Freelance,1040000,3,2.5,2.5,2,3,2,3.5,3.5,2.5,3.5,2,2.93,Yes,No,Low
277,2020,2,Male,18,18,BKK,Urban,Home,12,Wifi,9000,High School,BKK,BKK10,2.25,2.75,2.75,1.75,3,Parents,Together,Bachelor,Bachelor,Father,Freelance,Public,1020000,2,1.5,2.5,1,2,2.5,2.5,1.5,1.5,2.5,3.5,2.44,No,Yes,High
278,2020,2,Male,18,18,BKK,Urban,Home,38,Wifi,12000,Vocational School,BKK,BKK9,3.5,3.5,3.25,3,2,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Private,Freelance,590000,2.5,3,3,2,3,2,2.5,3,3.5,2.5,4,3.08,No,No,No
279,2020,2,Male,18,3,BKK,Urban,Home,104,Wifi,13000,High School,BKK,BKK9,2,2.5,1.75,2.25,4,Parents,Together,Bachelor,Bachelor,Father,Private,Private,690000,2,1.5,2.5,1.5,2,1,2.5,1.5,0.5,2.5,3,2.35,No,No,Low
280,2020,,Female,18,0,NE,Urban,Apartment,59,Wifi,15000,Vocational School,NE,NE1,2,2,2,2.25,3,Alone,Together,Bachelor,Master,Father,Public,Public,2020000,2,2,2.5,1,1.5,1,1.5,2,2,2.5,2,2.16,No,No,Low
281,2020,2,Female,18,0,S,Urban,Apartment,29,Wifi,15000,High School,S,S8,2.25,1.75,1.75,1.75,4,Alone,Together,Bachelor,Bachelor,Mother,Freelance,Private,1880000,2,1.5,1,1.5,2.5,1.5,1.5,2,0.5,2,3,2.07,No,No,Medium
282,2020,2,Female,18,0,E,Urban,,89,Mobile,13000,High School,E,E10,2.5,3,2,2.75,3,Mom or Dad,Apart,Bachelor,HighSchool,Mother,Private,Private,500000,2.5,2,3,2.5,4,3,2.5,2.5,0,3,3,2.88,No,No,High
283,2020,2,Female,18,,E,,Apartment,38,WIFI,10000,High School,BKK,BKK7,2.75,2.25,2.5,2.5,3,Alone,Together,Bachelor,Bachelor,Mother,Public,Private,1190000,2.5,2.5,3.5,2,2,2,2,2,2.5,2.5,2,2.6,No,No,Medium
284,2020,2,Male,18,18,BKK,Urban,Home,54,Wifi,14000,Vocational School,BKK,BKK8,1.75,1.75,1.75,1.75,3,Parents,Together,Bachelor,Master,Mother,Public,Public,830000,1.5,0.5,1,0.5,2,2.5,1.5,2.5,0,2.5,2.5,1.86,No,No,Low
285,2020,,Female,19,4,BKK,Urban,Home,56,Wifi,14000,High School,BKK,BKK8,3.25,3.5,3.75,3.75,2,Mom or Dad,Apart,Bachelor,Bachelor,Father,Public,Private,1720000,2.5,2.5,3,2,3,3,3,3,2.5,2.5,1.5,2.82,No,No,High
286,2020,1,Male,18,18,BKK,Urban,Home,795,Wifi,11000,Vocational School,BKK,BKK5,2,1.75,1.75,1.5,3,Parents,Together,Bachelor,Bachelor,Father,Freelance,Freelance,1060000,2,1.5,1.5,1,1.5,0.5,2,1.5,2,2.5,3,1.99,No,No,No
287,2020,2,Female,18,3,BKK,Urban,Home,73,Wifi,11000,Vocational School,BKK,BKK3,3.5,3,3.25,3.25,3,Mom or Dad,Apart,Bachelor,Bachelor,Father,Private,Freelance,1360000,3,2.5,3,2,2.5,2.5,3,3,3.5,3.5,2.5,3.02,No,No,High
288,2020,3,Female,19,0,E,Urban,Apartment,13,Mobile,11000,High School,E,E9,1.75,1.75,2.25,2.25,3,Alone,Together,Bachelor,Bachelor,Mother,Public,Private,550000,1.5,0.5,1,0.5,2,0,2,2,1,2,1,1.61,No,No,Medium
289,2020,3,Female,18,3,E,Rural,Apartment,41,Mobile,9000,High School,BKK,BKK1,2.75,3.25,3.25,3.25,2,Alone,Apart,HighSchool,Vocational,Father,Private,Private,460000,2.5,2.5,2.5,2,4,1,2,3.5,1.5,2,3,2.71,No,No,Medium
290,2020,2,Male,18,18,BKK,Urban,Home,61,Wifi,15000,High School,BKK,BKK6,2,3,1.75,1.75,3,Parents,Together,Bachelor,Bachelor,Father,Freelance,Freelance,580000,1.5,1.5,2,0.5,1.5,1,1.5,2,2,1.5,2,2.08,No,No,Low
291,2020,3,Female,,0,E,Urban,Apartment,21,Mobile,5000,Vocational School,E,E5,2.25,2.75,2.75,2.25,2,Alone,Apart,Bachelor,Master,Father,Private,Private,580000,2,2,2.5,1,2,1.5,2,2,1.5,1.5,1,2.11,No,No,Medium
292,2020,2,Female,18,18,BKK,Urban,Home,30,Wifi,15000,Vocational School,BKK,BKK7,1.5,1.75,2,1.75,2,Mom or Dad,Apart,Bachelor,Bachelor,Father,Private,Private,1840000,1,1,1.5,0,1,0,1,1,0.5,1,2.5,1.6,No,No,Medium
293,2020,2,Female,18,3,BKK,Urban,Home,22,Wifi,9000,Vocational School,BKK,BKK9,1.5,1.75,1.75,1.75,3,Parents,Together,Bachelor,Bachelor,Father,Public,Freelance,880000,1.5,1.5,2,0.5,1.5,1,2,1.5,1,2,3,1.92,No,No,Medium
294,2020,2,Female,18,18,,Urban,Home,13,Wifi,8000,High School,BKK,BKK9,2.75,2.5,2.25,3.25,3,Parents,Together,Bachelor,Bachelor,Father,Public,Business,980000,2.5,2.5,3.5,1.5,2.5,2,2.5,3,1.5,2,1,2.45,No,Yes,Medium
295,2020,2,Female,18,18,BKK,Urban,Apartment,110,Wifi,15000,Vocational School,BKK,BKK7,1.75,1.75,3.25,2.25,4,Alone,Together,Bachelor,Master,Father,Public,Freelance,1740000,1.5,1,1.5,0.5,2,0.5,2.5,2,1.5,1.5,2.5,2.1,No,No,No
296,2020,3,Female,18,0,NE,Urban,Apartment,61,Wifi,15000,Vocational School,NE,NE8,3.5,3.25,3.25,4,3,Alone,Together,Master,Bachelor,Mother,Freelance,Private,2570000,3,3,4,2,3,3,3,4,2,2.5,2.5,3.2,No,No,Low
297,2020,2,Female,18,3,BKK,Urban,Apartment,52,Wifi,11000,Vocational School,BKK,BKK8,1.75,2,2,1.75,4,Alone,Together,Bachelor,Bachelor,Father,Private,Private,840000,1.5,1,2,0.5,2,2,1.5,1.5,0.5,2,3.5,2.15,No,No,Low
298,2020,3,Female,18,0,S,Urban,Apartment,69,Wifi,8000,High School,S,S10,2.5,2,2,2,3,Alone,Together,Bachelor,Bachelor,Father,Private,Private,950000,2.5,2.5,2.5,1.5,2,2,2.5,2,1,3,2.5,2.32,No,No,Medium
299,2020,3,Female,19,0,,Urban,Apartment,67,WIFI,7000,High School,E,E4,3,3,3,3,4,Alone,Together,Master,Bachelor,Father,Private,Private,830000,2.5,3.5,3.5,1.5,2.5,2,2.5,2.5,3.5,2,2.5,2.8,No,No,Medium
300,2020,3,Male,18,18,BKK,Urban,Home,46,Wifi,15000,High School,BKK,BKK5,2.25,1.75,2.75,3.25,3,Parents,Together,Bachelor,Bachelor,Father,Public,Public,2050000,2,2.5,2,1,2,3,2.5,2,1,2.5,3.5,2.57,No,No,Low
301,2020,2,Male,18,0,S,Urban,Apartment,69,Wifi,8000,High School,S,S2,3.25,3,2.75,2.75,4,Alone,Together,Bachelor,Bachelor,Father,Private,Public,900000,3,3,4,2,2.5,1.5,3,3,2.5,2.5,0.5,2.75,Yes,No,Medium
302,2020,3,Female,18,0,NE,,Apartment,19,Mobile,9000,High School,NE,NE9,3,3.5,2.5,3,3,Alone,Together,Bachelor,HighSchool,Father,Freelance,Public,370000,2.5,2,4,1.5,2,2.5,2.5,2.5,2,2.5,3.5,2.67,No,No,High
303,2020,2,,18,0,E,Urban,Apartment,38,WIFI,14000,Vocational School,BKK,BKK2,2,1.75,2,1.75,3,Alone,Together,Master,Bachelor,Father,Public,Public,840000,1.5,1.5,1.5,0.5,1.5,1,2,1.5,1,2,2,1.79,No,No,Medium
304,2020,2,Male,18,18,BKK,Urban,Apartment,33,Wifi,15000,Vocational School,BKK,BKK6,2.25,1.75,1.75,2.5,4,Alone,Together,Doctoral,Bachelor,Mother,Private,Private,1900000,2,2,3,1,2,3,2.5,2.5,1,3,1.5,2.5,No,No,High
305,2020,3,Female,19,19,BKK,Urban,Home,59,Wifi,15000,High School,BKK,BKK10,3,3,3.5,3.25,4,Parents,Together,Bachelor,Bachelor,Father,Public,Private,2390000,3,3.5,3.5,2,3,4,3.5,3,1.5,3.5,1.5,3.1,No,No,No
306,2020,2,Female,18,0,E,Urban,Apartment,57,Mobile,82000,High School,E,E1,2.75,2.25,2.25,3,3,Alone,Together,Bachelor,Master,Mother,Private,Public,850000,2.5,3,2.5,1,3,2.5,2.5,2.5,0,3,1.5,2.53,No,No,Medium
307,2020,2,Female,18,0,E,Urban,Apartment,5,Wifi,14000,,E,E7,1.75,2,2,1.5,3,Alone,Together,Bachelor,Master,Mother,Freelance,Private,1700000,2,1.5,2,1.5,1.5,1,1.5,1.5,1,1.5,2,2.04,No,No,Medium
308,2020,3,Female,19,0,S,Urban,Apartment,79,Mobile,11000,High School,S,S9,2,2.5,1.75,3,3,Alone,Together,Bachelor,Bachelor,Father,Public,Business,1280000,2,1.5,1.5,1,1,1.5,3,2.5,1,1,2,2.11,No,No,Medium
309,2020,2,,18,18,BKK,Urban,Apartment,29,WIFI,15000,Vocational School,BKK,BKK8,1.75,2,1.75,1.75,4,Alone,Together,Bachelor,Bachelor,Father,Public,Freelance,1080000,2,2,3.5,1.5,2,2,2,2.5,1.5,1.5,2.5,2.3,No,No,Medium
310,2020,3,Female,18,0,S,Urban,Apartment,63,Mobile,14000,High School,S,S6,3,2.5,3,3.25,4,Alone,Together,Bachelor,Bachelor,Mother,Public,Private,570000,2.5,3,4,2,3,2,2.5,2.5,1.5,3,3.5,2.74,No,No,Medium
311,2020,2,Male,18,18,BKK,Urban,Home,38,Wifi,15000,Vocational School,BKK,BKK9,3,2.5,2.5,2.5,3,Parents,Together,Master,Bachelor,Father,Freelance,Private,1780000,3,3.5,3.5,2,4,4,3,3.5,2,3.5,2.5,3.26,No,No,Medium
312,2020,2,Female,18,18,BKK,Urban,Home,86,Wifi,15000,High School,BKK,BKK6,2.25,2.25,3.25,2,4,Parents,Together,Bachelor,Master,Mother,Public,Public,1070000,2,2,2,1.5,2,1,2.5,2.5,3,2.5,1,2.35,No,No,Low
313,,3,Female,18,,S,Urban,Apartment,31,Mobile,15000,High School,S,S9,1.5,1.75,1.5,2.5,3,Roommates,Together,Bachelor,Bachelor,Mother,Public,Private,1940000,1.5,2.5,3.5,0,1.5,0.5,1.5,1.5,1,1,3.5,1.94,No,No,Medium
314,2020,1,Female,18,3,,Urban,Home,63,Wifi,15000,Vocational School,BKK,BKK5,2.25,2.25,2.5,2.75,4,Parents,Together,Bachelor,Bachelor,Mother,Public,Private,1870000,1.5,1,1.5,1,2,1,1.5,1,2.5,1.5,2.5,1.96,No,No,Medium
315,2020,3,Male,18,0,S,Urban,Home,61,Wifi,15000,High School,S,S7,1.5,2,2,2,3,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Public,Private,1850000,1.5,1,1,0.5,1,2,2,2,1.5,2,2,1.83,No,No,Medium
316,2020,2,Male,18,18,BKK,Urban,,13,Mobile,15000,Vocational School,BKK,BKK6,2,2.25,3,2.75,4,Parents,Together,Bachelor,Bachelor,Father,Public,Public,1800000,2,0.5,1,1,2,2.5,2,2.5,2.5,1.5,1.5,2.01,No,No,Low
317,2020,2,Female,18,3,S,Urban,Apartment,37,Mobile,15000,High School,S,S7,1.75,2,1.75,1.75,3,Alone,Together,Bachelor,Bachelor,Mother,Business,Business,3550000,1.5,1,1,0.5,1,1,1.5,2,1,2.5,3,2,No,No,Medium
318,2020,2,Female,18,3,BKK,Urban,Home,25,Wifi,66000,High School,BKK,BKK6,1.75,2,1.75,1.75,2,Mom or Dad,Apart,Master,Bachelor,Mother,Freelance,Private,980000,1.5,2,2.5,0.5,1,3,2,1.5,0,2.5,3.5,2.16,No,Yes,Medium
319,2020,2,Male,18,0,E,Urban,Apartment,41,Wifi,7000,High School,BKK,BKK8,1.75,1.5,2.25,2.25,3,Roommates,Together,Bachelor,Master,Father,Private,Freelance,840000,1.5,1,1,0.5,1,2,1.5,1.5,1.5,2,2,1.81,No,No,Medium
320,2020,3,Male,18,0,S,Urban,Apartment,50,Mobile,7000,High School,S,S10,1.75,1.75,2.25,2.25,3,Alone,Together,HighSchool,HighSchool,Mother,Freelance,Public,270000,1.5,1.5,2,0.5,1,0.5,2,1.5,1.5,1.5,3,2,No,No,Medium
321,2020,2,Male,18,0,E,Urban,Apartment,67,Wifi,15000,High School,E,E2,2.75,3.25,3,2.5,3,Alone,Together,Bachelor,Bachelor,Father,Public,Business,2120000,2.5,3,3.5,1.5,2,1.5,2.5,2.5,2,1,2.5,2.51,No,No,Medium
322,2020,3,Male,18,3,E,Rural,Apartment,17,Mobile,9000,High School,E,E3,3.5,3,3,3.5,3,Alone,Apart,Bachelor,Bachelor,Mother,Private,Private,640000,3,3.5,4,2,3.5,2.5,3.5,3.5,1.5,3,2.5,3.23,No,No,Medium
323,2020,2,,19,19,BKK,Urban,Home,49,Wifi,9000,High School,BKK,BKK7,3.5,3,3,3,3,Parents,Together,Master,Bachelor,Mother,Private,Public,1120000,3,3,3.5,2,3.5,1.5,3,3.5,2,3.5,2.5,2.91,Yes,No,Low
324,2020,,,,0,S,Urban,,41,Mobile,15000,High School,S,S8,1.75,2.25,2.25,2.5,4,Roommates,Together,Bachelor,Bachelor,Mother,Freelance,Private,1550000,1.5,1,1.5,0,1,1.5,1,2,1,1,2.5,1.68,No,No,Medium
325,2020,3,Female,18,0,S,Rural,Apartment,107,Wifi,8000,Vocational School,S,S10,2.75,3.25,2.25,2.25,4,Alone,Together,Bachelor,Bachelor,Father,Freelance,Private,900000,2.5,2.5,3,1,1,2.5,2,3,2,3.5,2,2.41,No,No,Low
326,2020,2,Female,19,19,BKK,Urban,Apartment,86,Mobile,12000,Vocational School,BKK,BKK7,3,2.5,2.5,3,3,Alone,Together,Bachelor,Bachelor,Father,Freelance,Private,660000,3,2.5,3.5,2,3.5,3,3.5,3,2,3,3,3.08,Yes,No,High
327,2020,,Male,18,18,BKK,Urban,Home,83,Mobile,10000,High School,BKK,BKK5,1.5,1.75,1.5,2,3,Parents,Together,Bachelor,Bachelor,Father,Private,Private,650000,1,0.5,1,0.5,1,1,2,1,0.5,1,2.5,1.6,No,No,No
328,2020,1,Male,18,18,BKK,Urban,Home,6,Wifi,13000,Vocational School,BKK,BKK2,3.25,3,3.25,3.75,3,Parents,Together,Bachelor,Bachelor,Mother,Private,Freelance,1140000,3.5,3,3.5,3,3.5,3.5,3.5,3,3,4,2,3.43,No,No,Medium
329,2020,2,Female,18,0,E,Rural,Apartment,44,Mobile,15000,High School,E,E8,3,3,3,3,2,Alone,Apart,Bachelor,Bachelor,Father,Private,Private,1910000,2.5,2,1.5,1.5,3,1.5,3.5,2,3,3,3,2.5,No,No,Medium
330,2020,2,Male,18,18,BKK,Urban,Home,57,Wifi,15000,Vocational School,BKK,BKK4,3.25,3.5,3.5,3,3,Parents,Together,Bachelor,Bachelor,Father,Private,Business,3340000,3,2.5,3,1.5,2.5,3.5,3.5,3,2.5,3,2,3.01,Yes,No,Medium
331,2020,3,Female,19,0,S,Urban,Apartment,49,Mobile,112000,High School,S,S10,2.75,2.25,3,3,4,Alone,Together,Bachelor,Bachelor,Father,Private,Private,730000,2.5,2,2.5,1,2,2,3,2,2,2.5,3.5,2.49,No,No,High
332,2020,2,Female,18,18,BKK,Urban,Home,81,WIFI,11000,Vocational School,BKK,BKK7,1.75,1.75,1.75,1.75,4,Parents,Together,Bachelor,Bachelor,Mother,Private,Freelance,660000,2,2.5,3,1,2,1.5,2.5,2.5,2.5,3,2,2.49,No,Yes,Low
333,2020,2,mAlE,18,0,E,Urban,Apartment,13,WIFI,15000,High School,E,E6,3.25,3.25,3.25,2,4,Alone,Together,Bachelor,Bachelor,Father,Freelance,Business,3490000,3.5,3,3.5,2.5,3,2.5,3.5,3.5,2.5,3.5,2.5,3.17,Yes,No,High
334,2020,2,Female,18,18,BKK,Urban,Apartment,88,Mobile,14000,High School,BKK,BKK7,3,3.5,3.25,2.25,4,Alone,Together,Bachelor,Bachelor,Father,Business,Public,560000,3,2,3,2,2,2,4,3.5,3.5,4,1.5,2.93,Yes,No,Medium
335,2020,3,Male,18,3,E,Rural,Apartment,83,WIFI,15000,High School,E,E10,3,3.5,3,3,4,Alone,Together,Bachelor,Bachelor,Father,Freelance,Business,3120000,2.5,3,2.5,1,1.5,1.5,3.5,3.5,1.5,3,3,2.75,No,No,Low
336,2020,3,Male,18,0,E,Rural,Apartment,43,Wifi,15000,High School,E,E7,1.75,2,1.75,1.75,3,Alone,Together,Bachelor,Master,Father,Public,Freelance,2220000,1.5,1.5,2.5,0.5,1,1,1.5,1.5,1,1.5,2.5,1.89,No,No,Medium
337,2020,2,Male,18,18,BKK,Urban,Home,81,WIFI,9000,Vocational School,BKK,BKK2,2,2.25,2.25,2.5,3,Parents,Together,Master,Bachelor,Father,Public,Private,1060000,1.5,1.5,1,1,1.5,1,1.5,2,0.5,2,1,1.86,No,No,No
338,2020,2,Female,18,18,BKK,Urban,Apartment,5,Wifi,15000,Vocational School,BKK,BKK6,2,1.75,2.5,1.75,3,Alone,Together,Bachelor,Master,Father,Private,Private,1810000,1.5,1,2,1,2,2,2,1,1,1,2.5,1.94,No,No,Medium
339,2020,1,Female,18,18,BKK,Urban,Home,9,WIFI,9000,Vocational School,BKK,BKK7,3.25,3.75,3.5,2.75,2,Mom or Dad,Apart,Master,Bachelor,Mother,Freelance,Freelance,1110000,3,3,3.5,2,4,2.5,3,3.5,2,3,2.5,2.98,No,No,High
340,,,Male,18,,BKK,Urban,Home,34,Mobile,97000,Vocational School,BKK,BKK6,3,3.5,3.25,3,3,Parents,Together,Bachelor,Bachelor,Father,Public,Public,450000,3,3,3.5,2.5,2.5,2.5,4,3,3.5,3,0.5,2.91,No,No,Medium
341,2020,3,Male,18,0,E,Urban,Apartment,46,Wifi,9000,High School,E,E7,2,1.75,1.75,3.25,3,Alone,Together,Bachelor,Bachelor,Mother,Public,Public,1070000,2,1.5,2,1.5,3,2.5,2.5,2,2,2.5,2,2.46,No,No,High
342,2020,2,Female,18,18,BKK,Urban,Home,80,Wifi,11000,Vocational School,BKK,BKK4,1.5,2,2.5,2,3,Parents,Together,Bachelor,Bachelor,Father,Freelance,Business,1280000,1,1.5,2,0.5,1,1,2,1,1,1,4,2.02,No,No,Low
343,2020,1,mAlE,18,18,BKK,Urban,Home,69,Mobile,15000,Vocational School,BKK,BKK10,3.25,3,3.75,3.5,4,Parents,Together,Master,Master,Father,Public,Business,3550000,3.5,3,2.5,2.5,3.5,3,3.5,3.5,3,3.5,2,3.19,No,No,Medium
344,2020,1,Female,18,18,BKK,Urban,,46,Wifi,8000,Vocational School,BKK,BKK4,3,3.25,2.5,3.25,2,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Public,Private,560000,3,2.5,3,2,3,1.5,3.5,3,2.5,2.5,1,2.75,No,No,Low
345,,2,mAlE,18,0,E,Rural,Apartment,84,Wifi,13000,High School,E,E10,3.5,3.75,3.5,3.25,3,Roommates,Together,Master,Master,Father,Freelance,Public,1270000,3.5,3.5,3.5,2.5,3.5,4,4,3.5,3,3.5,4,3.63,Yes,No,Low
346,2020,2,Male,18,0,NE,Urban,Apartment,37,Wifi,89000,High School,NE,NE6,3.5,3.5,4,4,3,Alone,Together,Bachelor,Bachelor,Father,Public,Private,2470000,3.5,4,4,2.5,3,2.5,3.5,3,2.5,4,2.5,3.36,Yes,No,Low
347,2020,2,Male,18,3,S,Urban,Apartment,35,Mobile,8000,High School,S,S8,2.5,2.5,2.75,2,3,Alone,Together,HighSchool,HighSchool,Father,Public,Public,510000,2.5,2,3,1.5,2.5,2.5,3,3,2,2.5,2.5,2.75,Yes,No,Medium
348,2020,2,Male,18,18,BKK,Urban,Apartment,78,wIFI,11000,High School,BKK,BKK9,2.25,2.75,2.25,2.75,3,Alone,Together,Bachelor,Master,Father,Private,Public,1290000,2,1.5,2,0.5,1.5,1,1.5,2,2,3.5,3.5,2.2,No,No,Medium
349,2020,2,Male,18,0,E,Urban,Apartment,894,Wifi,15000,High School,E,E4,3.25,2.75,3,3.5,2,Alone,Apart,Doctoral,Bachelor,Mother,Public,Business,3480000,3,3,3.5,2.5,3,4,3,3,3.5,2.5,2.5,3.21,Yes,No,Low
350,2020,3,mAlE,19,19,BKK,Urban,Home,34,WIFI,9000,High School,BKK,BKK3,3.5,3.5,3.75,3,3,Parents,Together,Bachelor,Master,Mother,Freelance,Public,1110000,3,2.5,2.5,2,3.5,2.5,3,4,2,3.5,1.5,2.95,Yes,No,High
351,2020,1,Male,18,3,BKK,,Home,83,Wifi,15000,Vocational School,BKK,BKK8,3.5,3.25,1.75,3.5,4,Parents,Together,Bachelor,Bachelor,Mother,Freelance,Business,3320000,3,2.5,3,2,3.5,3,3,2.5,3,3,2,3.05,Yes,No,High
352,,2,Male,18,18,BKK,Urban,Home,34,Wifi,6000,High School,BKK,BKK2,3.25,3.25,2.25,3.25,4,Parents,Together,Master,Bachelor,Father,Freelance,Private,740000,3,2.5,2,2.5,3.5,3.5,3,2.5,2.5,3.5,3.5,2.92,Yes,No,No
353,2020,,Female,18,18,BKK,Urban,Apartment,88,Mobile,12000,Vocational School,BKK,BKK9,2.5,2.25,2.25,2,4,Alone,Together,Bachelor,Bachelor,Father,Private,Freelance,1120000,2.5,2.5,3,2,2.5,3,3.5,2.5,3,3.5,1.5,2.72,No,No,High
354,2020,3,Female,,0,E,Urban,Apartment,72,Wifi,10000,High School,E,E3,2.5,2.25,2.25,2,4,Roommates,Together,Bachelor,Master,Father,Public,Public,990000,2,1.5,1.5,1,1.5,1.5,2,2,2.5,2.5,1,2.2,No,No,Medium
355,2020,2,Male,18,18,BKK,Urban,Home,61,Wifi,15000,Vocational School,BKK,BKK6,3,2.75,3,3.5,3,Parents,Together,Bachelor,Bachelor,Father,Freelance,Private,1910000,2.5,1.5,1.5,2,4,1,2,3,1,2,4,2.47,No,No,No
356,2020,2,Male,18,0,E,Urban,Apartment,23,Mobile,15000,High School,E,E7,3.5,2.5,4,3.75,5,Alone,Together,Bachelor,Master,Father,Private,Business,3420000,3,3,3.5,2,2.5,2.5,3.5,3,2.5,3.5,4,3.17,No,No,Medium
357,2020,2,mAlE,18,18,BKK,Urban,Home,69,Mobile,11000,Vocational School,BKK,BKK2,2.75,2.5,3,2,4,Parents,Together,Bachelor,Bachelor,Father,Freelance,Private,490000,2.5,2,3,1.5,3,2,2.5,3,2.5,3,1,2.68,No,No,High
358,2020,3,Female,18,0,S,Urban,Apartment,62,Wifi,9000,High School,S,S1,2,2.25,2,2.5,4,Alone,Together,HighSchool,Bachelor,Mother,Private,Private,540000,2,1.5,2,1,2,2.5,2,2,2,2,1,2.14,No,No,Medium
