Student_ID,Year_of_Entry,TCAS_channels,Years_Living_in_BKK,Hometown_REGION,Address_Type,Where_to_stay,Time_spent_for_traveling,InternetAccess_at_Home,Living_expenses,Type_of_prior_school,Prior_School_Province_REGION,School_name,Math,Physics,Chemistry,Biology,Family_Size,Stay_with,Family_status,Father_Education,Mother_Education,guardian,mother_job,father_job,Household_income,Calculus_1,Calculus_2,Calculus_3,Physics_1,Physics_2,Chemistry.1,Statistics,Computer_Programming,Thermodynamics,Engineering_Materials,Engineering_Drawing,University_GPAx_1st_year,Scholarship_Excellent_Performance,Scholarship_Financial_Aid,Participation_on_Activities
265,2020.0,1.0,18.0,BKK,Urban,Apartment,65,wifi,12000,Vocational School,BKK,BKK1,3.0,3.25,2.5,2.75,3,Alone,Together,Doctoral,Doctoral,Father,Business,Private,1430000,3.0,3.0,3.5,2.0,3.0,2.5,3.0,3.5,3.0,3.5,4.0,3.32,No,No,No
266,2020.0,2.0,3.0,BKK,Urban,Home,67,wifi,15000,High School,BKK,BKK1,2.0,1.75,1.5,1.75,3,Mom or Dad,Apart,Doctoral,Master,Mother,Business,Private,1030000,2.0,2.0,3.0,0.5,1.0,1.0,2.5,2.0,1.5,2.5,2.0,2.08,No,No,Medium
267,2020.0,1.0,18.0,BKK,Urban,Home,86,wifi,12000,Vocational School,BKK,BKK2,1.75,2.25,1.75,1.75,4,Parents,Together,Master,Master,Mother,Public,Public,710000,1.5,0.5,1.0,0.5,1.0,1.0,1.0,1.5,1.0,1.5,2.0,1.73,No,No,Medium
268,2020.0,2.0,3.0,BKK,Urban,Home,40,wifi,6000,High School,BKK,BKK4,2.0,2.0,2.25,2.75,3,Parents,Together,Primary,Primary,Father,Public,Private,460000,2.0,2.0,2.0,1.0,2.0,1.0,2.5,2.5,1.5,2.0,3.5,2.17,No,No,No
269,2020.0,1.0,18.0,BKK,Urban,Home,31,wifi,15000,Vocational School,BKK,BKK3,3.25,3.0,1.75,3.0,3,Parents,Together,Bachelor,Bachelor,Father,Public,Business,2580000,3.0,3.0,4.0,2.0,3.0,3.0,2.5,3.0,2.5,3.5,4.0,3.29,Yes,No,Low
270,2020.0,2.0,0.0,S,Rural,Apartment,68,wifi,14000,High School,S,S3,1.75,2.25,2.0,2.0,4,Alone,Together,Doctoral,Doctoral,Mother,Freelance,Business,990000,1.5,2.0,2.5,1.0,2.0,1.0,1.5,1.5,1.0,2.0,3.0,2.09,No,No,No
271,2020.0,2.0,18.0,BKK,Urban,Home,29,wifi,15000,Vocational School,BKK,BKK8,2.75,3.25,3.0,3.25,4,Parents,Together,Master,Doctoral,Father,Public,Freelance,2190000,2.5,2.0,2.0,1.5,2.5,3.5,3.0,2.0,2.5,3.0,3.0,2.71,No,No,High
272,2020.0,3.0,0.0,E,Urban,Apartment,19,wifi,11000,High School,E,E6,3.0,3.0,3.0,2.75,3,Roommates,Apart,Doctoral,Doctoral,Mother,Public,Business,900000,2.5,2.0,1.5,1.5,3.5,1.5,3.0,3.0,2.5,3.0,2.0,2.46,No,No,Medium
273,2020.0,3.0,0.0,S,Rural,Apartment,116,wifi,8000,High School,S,S9,2.0,2.5,1.75,1.75,3,Roommates,Together,Bachelor,Bachelor,Father,Business,Freelance,930000,2.0,1.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.5,2.5,2.12,No,No,Low
274,2020.0,2.0,4.0,BKK,Urban,Home,41,wifi,7000,High School,BKK,BKK10,1.75,2.25,2.5,2.25,3,Parents,Together,Doctoral,Master,Mother,Private,Private,790000,1.5,1.5,2.0,0.0,0.5,0.0,2.0,2.0,0.5,1.5,3.5,1.87,No,No,No
275,2020.0,2.0,4.0,BKK,Urban,Home,66,wifi,12000,Vocational School,BKK,BKK6,2.5,2.25,2.25,2.5,3,Parents,Together,Bachelor,Master,Father,Business,Private,750000,2.5,2.5,3.0,2.0,3.5,0.5,2.5,2.0,2.5,3.5,2.5,2.54,No,No,Medium
276,2020.0,1.0,18.0,BKK,Urban,Home,60,wifi,15000,Vocational School,BKK,BKK4,3.5,3.75,3.5,1.5,3,Parents,Together,Bachelor,Bachelor,Father,Business,Public,1040000,3.0,2.5,2.5,2.0,3.0,2.0,3.5,3.5,2.5,3.5,2.0,2.93,Yes,No,No
277,2020.0,2.0,18.0,BKK,Urban,Home,12,wifi,9000,High School,BKK,BKK10,2.25,2.75,2.75,1.75,3,Parents,Together,Bachelor,Master,Father,Private,Public,1020000,2.0,1.5,2.5,1.0,2.0,2.5,2.5,1.5,1.5,2.5,3.5,2.44,No,Yes,High
278,2020.0,2.0,18.0,BKK,Urban,Home,38,wifi,12000,Vocational School,BKK,BKK9,3.5,3.5,3.25,3.0,2,Mom or Dad,Apart,High School,Primary,Mother,Business,Business,590000,2.5,3.0,3.0,2.0,3.0,2.0,2.5,3.0,3.5,2.5,4.0,3.08,No,No,Medium
279,2020.0,2.0,3.0,BKK,Urban,Home,104,wifi,13000,High School,BKK,BKK9,2.0,2.5,1.75,2.25,4,Parents,Together,Doctoral,Doctoral,Father,Business,Private,690000,2.0,1.5,2.5,1.5,2.0,1.0,2.5,1.5,0.5,2.5,3.0,2.35,No,No,Low
281,2020.0,2.0,0.0,S,Urban,Apartment,29,wifi,15000,High School,S,S8,2.25,1.75,1.75,1.75,4,Alone,Together,Doctoral,Doctoral,Mother,Business,Public,1880000,2.0,1.5,1.0,1.5,2.5,1.5,1.5,2.0,0.5,2.0,3.0,2.07,No,No,No
282,2020.0,2.0,0.0,E,Urban,Apartment,89,mobile,13000,High School,E,E10,2.5,3.0,2.0,2.75,3,Mom or Dad,Apart,Vocational,High School,Mother,Business,Public,500000,2.5,2.0,3.0,2.5,4.0,3.0,2.5,2.5,0.0,3.0,3.0,2.88,No,No,Medium
284,2020.0,2.0,18.0,BKK,Urban,Home,54,wifi,14000,Vocational School,BKK,BKK8,1.75,1.75,1.75,1.75,3,Parents,Together,Doctoral,Doctoral,Mother,Freelance,Public,830000,1.5,0.5,1.0,0.5,2.0,2.5,1.5,2.5,0.0,2.5,2.5,1.86,No,No,Medium
287,2020.0,2.0,3.0,BKK,Urban,Home,73,wifi,11000,Vocational School,BKK,BKK3,3.5,3.0,3.25,3.25,3,Mom or Dad,Apart,Master,Doctoral,Father,Freelance,Private,1360000,3.0,2.5,3.0,2.0,2.5,2.5,3.0,3.0,3.5,3.5,2.5,3.02,No,No,Medium
288,2020.0,3.0,0.0,E,Urban,Apartment,13,mobile,11000,High School,E,E9,1.75,1.75,2.25,2.25,3,Alone,Together,High School,High School,Mother,Public,Freelance,550000,1.5,0.5,1.0,0.5,2.0,0.0,2.0,2.0,1.0,2.0,1.0,1.61,No,No,High
289,2020.0,3.0,3.0,E,Rural,Apartment,41,mobile,9000,High School,BKK,BKK1,2.75,3.25,3.25,3.25,2,Alone,Apart,High School,High School,Father,Private,Public,460000,2.5,2.5,2.5,2.0,4.0,1.0,2.0,3.5,1.5,2.0,3.0,2.71,No,No,Low
290,2020.0,2.0,18.0,BKK,Urban,Home,61,wifi,15000,High School,BKK,BKK6,2.0,3.0,1.75,1.75,3,Parents,Together,High School,High School,Father,Private,Public,580000,1.5,1.5,2.0,0.5,1.5,1.0,1.5,2.0,2.0,1.5,2.0,2.08,No,No,Medium
291,2020.0,3.0,0.0,E,Urban,Apartment,21,mobile,5000,Vocational School,E,E5,2.25,2.75,2.75,2.25,2,Alone,Apart,High School,Primary,Father,Public,Private,580000,2.0,2.0,2.5,1.0,2.0,1.5,2.0,2.0,1.5,1.5,1.0,2.11,No,No,High
292,2020.0,2.0,18.0,BKK,Urban,Home,30,wifi,15000,Vocational School,BKK,BKK7,1.5,1.75,2.0,1.75,2,Mom or Dad,Apart,Doctoral,Doctoral,Father,Private,Freelance,1840000,1.0,1.0,1.5,0.0,1.0,0.0,1.0,1.0,0.5,1.0,2.5,1.6,No,No,No
293,2020.0,2.0,3.0,BKK,Urban,Home,22,wifi,9000,Vocational School,BKK,BKK9,1.5,1.75,1.75,1.75,3,Parents,Together,Master,Master,Father,Private,Business,880000,1.5,1.5,2.0,0.5,1.5,1.0,2.0,1.5,1.0,2.0,3.0,1.92,No,No,High
294,2020.0,2.0,18.0,BKK,Urban,Home,13,wifi,8000,High School,BKK,BKK9,2.75,2.5,2.25,3.25,3,Parents,Together,Master,Bachelor,Father,Business,Public,980000,2.5,2.5,3.5,1.5,2.5,2.0,2.5,3.0,1.5,2.0,1.0,2.45,No,Yes,High
295,2020.0,2.0,18.0,BKK,Urban,Apartment,110,wifi,15000,Vocational School,BKK,BKK7,1.75,1.75,3.25,2.25,4,Alone,Together,Doctoral,Doctoral,Father,Public,Private,1740000,1.5,1.0,1.5,0.5,2.0,0.5,2.5,2.0,1.5,1.5,2.5,2.1,No,No,High
296,2020.0,3.0,0.0,NE,Urban,Apartment,61,wifi,15000,Vocational School,NE,NE8,3.5,3.25,3.25,4.0,3,Alone,Together,Master,Bachelor,Mother,Freelance,Freelance,2570000,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,2.5,2.5,3.2,No,No,Medium
297,2020.0,2.0,3.0,BKK,Urban,Apartment,52,wifi,11000,Vocational School,BKK,BKK8,1.75,2.0,2.0,1.75,4,Alone,Together,Master,Doctoral,Father,Private,Business,840000,1.5,1.0,2.0,0.5,2.0,2.0,1.5,1.5,0.5,2.0,3.5,2.15,No,No,Low
298,2020.0,3.0,0.0,S,Urban,Apartment,69,wifi,8000,High School,S,S10,2.5,2.0,2.0,2.0,3,Alone,Together,Master,Bachelor,Father,Public,Freelance,950000,2.5,2.5,2.5,1.5,2.0,2.0,2.5,2.0,1.0,3.0,2.5,2.32,No,No,Medium
300,2020.0,3.0,18.0,BKK,Urban,Home,46,wifi,15000,High School,BKK,BKK5,2.25,1.75,2.75,3.25,3,Parents,Together,Bachelor,Master,Father,Freelance,Private,2050000,2.0,2.5,2.0,1.0,2.0,3.0,2.5,2.0,1.0,2.5,3.5,2.57,No,No,Low
301,2020.0,2.0,0.0,S,Urban,Apartment,69,wifi,8000,High School,S,S2,3.25,3.0,2.75,2.75,4,Alone,Together,Bachelor,Vocational,Father,Freelance,Freelance,900000,3.0,3.0,4.0,2.0,2.5,1.5,3.0,3.0,2.5,2.5,0.5,2.75,Yes,No,High
303,2020.0,2.0,0.0,E,Urban,Apartment,38,wifi,14000,Vocational School,BKK,BKK2,2.0,1.75,2.0,1.75,3,Alone,Together,Master,Doctoral,Father,Business,Public,840000,1.5,1.5,1.5,0.5,1.5,1.0,2.0,1.5,1.0,2.0,2.0,1.79,No,No,Medium
304,2020.0,2.0,18.0,BKK,Urban,Apartment,33,wifi,15000,Vocational School,BKK,BKK6,2.25,1.75,1.75,2.5,4,Alone,Together,Bachelor,Bachelor,Mother,Private,Public,1900000,2.0,2.0,3.0,1.0,2.0,3.0,2.5,2.5,1.0,3.0,1.5,2.5,No,No,Medium
305,2020.0,3.0,19.0,BKK,Urban,Home,59,wifi,15000,High School,BKK,BKK10,3.0,3.0,3.5,3.25,4,Parents,Together,Doctoral,Doctoral,Father,Private,Business,2390000,3.0,3.5,3.5,2.0,3.0,4.0,3.5,3.0,1.5,3.5,1.5,3.1,No,No,Low
308,2020.0,3.0,0.0,S,Urban,Apartment,79,mobile,11000,High School,S,S9,2.0,2.5,1.75,3.0,3,Alone,Together,Doctoral,Doctoral,Father,Public,Business,1280000,2.0,1.5,1.5,1.0,1.0,1.5,3.0,2.5,1.0,1.0,2.0,2.11,No,No,High
309,2020.0,2.0,18.0,BKK,Urban,Apartment,29,wifi,15000,Vocational School,BKK,BKK8,1.75,2.0,1.75,1.75,4,Alone,Together,Doctoral,Doctoral,Father,Freelance,Public,1080000,2.0,2.0,3.5,1.5,2.0,2.0,2.0,2.5,1.5,1.5,2.5,2.3,No,No,No
310,2020.0,3.0,0.0,S,Urban,Apartment,63,mobile,14000,High School,S,S6,3.0,2.5,3.0,3.25,4,Alone,Together,Bachelor,Bachelor,Mother,Business,Business,570000,2.5,3.0,4.0,2.0,3.0,2.0,2.5,2.5,1.5,3.0,3.5,2.74,No,No,Low
311,2020.0,2.0,18.0,BKK,Urban,Home,38,wifi,15000,Vocational School,BKK,BKK9,3.0,2.5,2.5,2.5,3,Parents,Together,Bachelor,Vocational,Father,Business,Public,1780000,3.0,3.5,3.5,2.0,4.0,4.0,3.0,3.5,2.0,3.5,2.5,3.26,No,No,Medium
312,2020.0,2.0,18.0,BKK,Urban,Home,86,wifi,15000,High School,BKK,BKK6,2.25,2.25,3.25,2.0,4,Parents,Together,Master,Doctoral,Mother,Business,Private,1070000,2.0,2.0,2.0,1.5,2.0,1.0,2.5,2.5,3.0,2.5,1.0,2.35,No,No,High
313,2020.0,3.0,0.0,S,Urban,Apartment,31,mobile,15000,High School,S,S9,1.5,1.75,1.5,2.5,3,Roommates,Together,Doctoral,Doctoral,Mother,Private,Private,1940000,1.5,2.5,3.5,0.0,1.5,0.5,1.5,1.5,1.0,1.0,3.5,1.94,No,No,Medium
314,2020.0,1.0,3.0,BKK,Urban,Home,63,wifi,15000,Vocational School,BKK,BKK5,2.25,2.25,2.5,2.75,4,Parents,Together,Doctoral,Master,Mother,Public,Public,1870000,1.5,1.0,1.5,1.0,2.0,1.0,1.5,1.0,2.5,1.5,2.5,1.96,No,No,Low
315,2020.0,3.0,0.0,S,Urban,Home,61,wifi,15000,High School,S,S7,1.5,2.0,2.0,2.0,3,Mom or Dad,Apart,Doctoral,Doctoral,Mother,Business,Private,1850000,1.5,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.5,2.0,2.0,1.83,No,No,Medium
316,2020.0,2.0,18.0,BKK,Urban,Home,13,mobile,15000,Vocational School,BKK,BKK6,2.0,2.25,3.0,2.75,4,Parents,Together,Bachelor,Bachelor,Father,Business,Business,1800000,2.0,0.5,1.0,1.0,2.0,2.5,2.0,2.5,2.5,1.5,1.5,2.01,No,No,High
317,2020.0,2.0,3.0,S,Urban,Apartment,37,mobile,15000,High School,S,S7,1.75,2.0,1.75,1.75,3,Alone,Together,Bachelor,Bachelor,Mother,Public,Business,3550000,1.5,1.0,1.0,0.5,1.0,1.0,1.5,2.0,1.0,2.5,3.0,2.0,No,No,High
319,2020.0,2.0,0.0,E,Urban,Apartment,41,wifi,7000,High School,BKK,BKK8,1.75,1.5,2.25,2.25,3,Roommates,Together,Master,Doctoral,Father,Business,Freelance,840000,1.5,1.0,1.0,0.5,1.0,2.0,1.5,1.5,1.5,2.0,2.0,1.81,No,No,No
320,2020.0,3.0,0.0,S,Urban,Apartment,50,mobile,7000,High School,S,S10,1.75,1.75,2.25,2.25,3,Alone,Together,Bachelor,Vocational,Mother,Freelance,Public,270000,1.5,1.5,2.0,0.5,1.0,0.5,2.0,1.5,1.5,1.5,3.0,2.0,No,No,Medium
321,2020.0,2.0,0.0,E,Urban,Apartment,67,wifi,15000,High School,E,E2,2.75,3.25,3.0,2.5,3,Alone,Together,Master,Bachelor,Father,Private,Private,2120000,2.5,3.0,3.5,1.5,2.0,1.5,2.5,2.5,2.0,1.0,2.5,2.51,No,No,High
322,2020.0,3.0,3.0,E,Rural,Apartment,17,mobile,9000,High School,E,E3,3.5,3.0,3.0,3.5,3,Alone,Apart,Doctoral,Doctoral,Mother,Business,Freelance,640000,3.0,3.5,4.0,2.0,3.5,2.5,3.5,3.5,1.5,3.0,2.5,3.23,No,No,Low
323,2020.0,2.0,19.0,BKK,Urban,Home,49,wifi,9000,High School,BKK,BKK7,3.5,3.0,3.0,3.0,3,Parents,Together,Doctoral,Master,Mother,Business,Private,1120000,3.0,3.0,3.5,2.0,3.5,1.5,3.0,3.5,2.0,3.5,2.5,2.91,Yes,No,High
325,2020.0,3.0,0.0,S,Rural,Apartment,107,wifi,8000,Vocational School,S,S10,2.75,3.25,2.25,2.25,4,Alone,Together,Master,Bachelor,Father,Business,Private,900000,2.5,2.5,3.0,1.0,1.0,2.5,2.0,3.0,2.0,3.5,2.0,2.41,No,No,Medium
326,2020.0,2.0,19.0,BKK,Urban,Apartment,86,mobile,12000,Vocational School,BKK,BKK7,3.0,2.5,2.5,3.0,3,Alone,Together,Bachelor,Bachelor,Father,Private,Private,660000,3.0,2.5,3.5,2.0,3.5,3.0,3.5,3.0,2.0,3.0,3.0,3.08,Yes,No,Low
328,2020.0,1.0,18.0,BKK,Urban,Home,6,wifi,13000,Vocational School,BKK,BKK2,3.25,3.0,3.25,3.75,3,Parents,Together,Bachelor,Master,Mother,Public,Public,1140000,3.5,3.0,3.5,3.0,3.5,3.5,3.5,3.0,3.0,4.0,2.0,3.43,No,No,Medium
329,2020.0,2.0,0.0,E,Rural,Apartment,44,mobile,15000,High School,E,E8,3.0,3.0,3.0,3.0,2,Alone,Apart,Doctoral,Doctoral,Father,Business,Public,1910000,2.5,2.0,1.5,1.5,3.0,1.5,3.5,2.0,3.0,3.0,3.0,2.5,No,No,Medium
330,2020.0,2.0,18.0,BKK,Urban,Home,57,wifi,15000,Vocational School,BKK,BKK4,3.25,3.5,3.5,3.0,3,Parents,Together,Bachelor,Vocational,Father,Public,Business,3340000,3.0,2.5,3.0,1.5,2.5,3.5,3.5,3.0,2.5,3.0,2.0,3.01,Yes,No,Medium
332,2020.0,2.0,18.0,BKK,Urban,Home,81,wifi,11000,Vocational School,BKK,BKK7,1.75,1.75,1.75,1.75,4,Parents,Together,Bachelor,Vocational,Mother,Public,Business,660000,2.0,2.5,3.0,1.0,2.0,1.5,2.5,2.5,2.5,3.0,2.0,2.49,No,Yes,High
333,2020.0,2.0,0.0,E,Urban,Apartment,13,wifi,15000,High School,E,E6,3.25,3.25,3.25,2.0,4,Alone,Together,Bachelor,Bachelor,Father,Public,Business,3490000,3.5,3.0,3.5,2.5,3.0,2.5,3.5,3.5,2.5,3.5,2.5,3.17,Yes,No,Medium
334,2020.0,2.0,18.0,BKK,Urban,Apartment,88,mobile,14000,High School,BKK,BKK7,3.0,3.5,3.25,2.25,4,Alone,Together,High School,Primary,Father,Private,Freelance,560000,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.5,3.5,4.0,1.5,2.93,Yes,No,Low
335,2020.0,3.0,3.0,E,Rural,Apartment,83,wifi,15000,High School,E,E10,3.0,3.5,3.0,3.0,4,Alone,Together,Master,Doctoral,Father,Public,Private,3120000,2.5,3.0,2.5,1.0,1.5,1.5,3.5,3.5,1.5,3.0,3.0,2.75,No,No,High
336,2020.0,3.0,0.0,E,Rural,Apartment,43,wifi,15000,High School,E,E7,1.75,2.0,1.75,1.75,3,Alone,Together,Bachelor,Vocational,Father,Freelance,Public,2220000,1.5,1.5,2.5,0.5,1.0,1.0,1.5,1.5,1.0,1.5,2.5,1.89,No,No,No
337,2020.0,2.0,18.0,BKK,Urban,Home,81,wifi,9000,Vocational School,BKK,BKK2,2.0,2.25,2.25,2.5,3,Parents,Together,Doctoral,Doctoral,Father,Public,Private,1060000,1.5,1.5,1.0,1.0,1.5,1.0,1.5,2.0,0.5,2.0,1.0,1.86,No,No,High
338,2020.0,2.0,18.0,BKK,Urban,Apartment,5,wifi,15000,Vocational School,BKK,BKK6,2.0,1.75,2.5,1.75,3,Alone,Together,Master,Master,Father,Business,Public,1810000,1.5,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.5,1.94,No,No,Medium
339,2020.0,1.0,18.0,BKK,Urban,Home,9,wifi,9000,Vocational School,BKK,BKK7,3.25,3.75,3.5,2.75,2,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Public,Public,1110000,3.0,3.0,3.5,2.0,4.0,2.5,3.0,3.5,2.0,3.0,2.5,2.98,No,No,Medium
341,2020.0,3.0,0.0,E,Urban,Apartment,46,wifi,9000,High School,E,E7,2.0,1.75,1.75,3.25,3,Alone,Together,Master,Master,Mother,Private,Business,1070000,2.0,1.5,2.0,1.5,3.0,2.5,2.5,2.0,2.0,2.5,2.0,2.46,No,No,No
342,2020.0,2.0,18.0,BKK,Urban,Home,80,wifi,11000,Vocational School,BKK,BKK4,1.5,2.0,2.5,2.0,3,Parents,Together,Bachelor,Vocational,Father,Freelance,Freelance,1280000,1.0,1.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.02,No,No,High
343,2020.0,1.0,18.0,BKK,Urban,Home,69,mobile,15000,Vocational School,BKK,BKK10,3.25,3.0,3.75,3.5,4,Parents,Together,Bachelor,Bachelor,Father,Business,Business,3550000,3.5,3.0,2.5,2.5,3.5,3.0,3.5,3.5,3.0,3.5,2.0,3.19,No,No,Medium
344,2020.0,1.0,18.0,BKK,Urban,Home,46,wifi,8000,Vocational School,BKK,BKK4,3.0,3.25,2.5,3.25,2,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Private,Business,560000,3.0,2.5,3.0,2.0,3.0,1.5,3.5,3.0,2.5,2.5,1.0,2.75,No,No,Low
345,2020.0,2.0,0.0,E,Rural,Apartment,84,wifi,13000,High School,E,E10,3.5,3.75,3.5,3.25,3,Roommates,Together,Bachelor,Vocational,Father,Freelance,Private,1270000,3.5,3.5,3.5,2.5,3.5,4.0,4.0,3.5,3.0,3.5,4.0,3.63,Yes,No,Medium
347,2020.0,2.0,3.0,S,Urban,Apartment,35,mobile,8000,High School,S,S8,2.5,2.5,2.75,2.0,3,Alone,Together,High School,Vocational,Father,Public,Private,510000,2.5,2.0,3.0,1.5,2.5,2.5,3.0,3.0,2.0,2.5,2.5,2.75,Yes,No,Medium
348,2020.0,2.0,18.0,BKK,Urban,Apartment,78,wifi,11000,High School,BKK,BKK9,2.25,2.75,2.25,2.75,3,Alone,Together,Bachelor,Master,Father,Public,Business,1290000,2.0,1.5,2.0,0.5,1.5,1.0,1.5,2.0,2.0,3.5,3.5,2.2,No,No,High
350,2020.0,3.0,19.0,BKK,Urban,Home,34,wifi,9000,High School,BKK,BKK3,3.5,3.5,3.75,3.0,3,Parents,Together,Doctoral,Doctoral,Mother,Business,Freelance,1110000,3.0,2.5,2.5,2.0,3.5,2.5,3.0,4.0,2.0,3.5,1.5,2.95,Yes,No,Medium
351,2020.0,1.0,3.0,BKK,Urban,Home,83,wifi,15000,Vocational School,BKK,BKK8,3.5,3.25,1.75,3.5,4,Parents,Together,Doctoral,Doctoral,Mother,Freelance,Business,3320000,3.0,2.5,3.0,2.0,3.5,3.0,3.0,2.5,3.0,3.0,2.0,3.05,Yes,No,Medium
352,2020.0,2.0,18.0,BKK,Urban,Home,34,wifi,6000,High School,BKK,BKK2,3.25,3.25,2.25,3.25,4,Parents,Together,Bachelor,Bachelor,Father,Freelance,Private,740000,3.0,2.5,2.0,2.5,3.5,3.5,3.0,2.5,2.5,3.5,3.5,2.92,Yes,No,Medium
354,2020.0,3.0,0.0,E,Urban,Apartment,72,wifi,10000,High School,E,E3,2.5,2.25,2.25,2.0,4,Roommates,Together,Bachelor,Master,Father,Business,Private,990000,2.0,1.5,1.5,1.0,1.5,1.5,2.0,2.0,2.5,2.5,1.0,2.2,No,No,Low
355,2020.0,2.0,18.0,BKK,Urban,Home,61,wifi,15000,Vocational School,BKK,BKK6,3.0,2.75,3.0,3.5,3,Parents,Together,Doctoral,Doctoral,Father,Public,Private,1910000,2.5,1.5,1.5,2.0,4.0,1.0,2.0,3.0,1.0,2.0,4.0,2.47,No,No,High
356,2020.0,2.0,0.0,E,Urban,Apartment,23,mobile,15000,High School,E,E7,3.5,2.5,4.0,3.75,5,Alone,Together,Doctoral,Doctoral,Father,Freelance,Freelance,3420000,3.0,3.0,3.5,2.0,2.5,2.5,3.5,3.0,2.5,3.5,4.0,3.17,No,No,Low
357,2020.0,2.0,18.0,BKK,Urban,Home,69,mobile,11000,Vocational School,BKK,BKK2,2.75,2.5,3.0,2.0,4,Parents,Together,Bachelor,Vocational,Father,Freelance,Business,490000,2.5,2.0,3.0,1.5,3.0,2.0,2.5,3.0,2.5,3.0,1.0,2.68,No,No,Medium
358,2020.0,3.0,0.0,S,Urban,Apartment,62,wifi,9000,High School,S,S1,2.0,2.25,2.0,2.5,4,Alone,Together,Vocational,High School,Mother,Private,Business,540000,2.0,1.5,2.0,1.0,2.0,2.5,2.0,2.0,2.0,2.0,1.0,2.14,No,No,Low
359,2020.0,2.0,0.0,S,Urban,Apartment,80,wifi,14000,High School,S,S5,3.5,3.25,3.5,1.5,3,Alone,Together,Doctoral,Doctoral,Father,Freelance,Freelance,1700000,3.0,3.5,4.0,1.5,2.0,3.0,3.0,3.0,2.5,3.0,2.5,3.0,Yes,No,Low
360,2020.0,2.0,19.0,BKK,Urban,Home,14,mobile,11000,Vocational School,BKK,BKK3,2.25,2.5,2.25,3.5,2,Mom or Dad,Apart,Primary,Primary,Mother,Public,Business,480000,2.0,2.5,2.5,1.0,1.5,2.0,2.5,2.5,1.0,3.0,3.0,2.57,No,Yes,Medium
361,2020.0,2.0,4.0,E,Urban,Apartment,67,wifi,15000,High School,BKK,BKK3,3.5,3.5,4.0,3.25,3,Roommates,Together,Master,Master,Father,Private,Private,720000,3.0,3.0,2.5,1.5,2.5,2.5,3.0,3.5,2.5,3.5,3.5,2.99,No,No,High
362,2020.0,2.0,18.0,BKK,Urban,Home,15,wifi,15000,High School,BKK,BKK6,3.0,3.0,3.25,3.0,2,Mom or Dad,Apart,Doctoral,Doctoral,Mother,Private,Public,4600000,2.5,3.0,3.0,1.5,3.0,2.5,1.5,2.5,1.5,2.5,3.0,2.52,No,No,Low
363,2020.0,3.0,0.0,E,Rural,Apartment,23,wifi,9000,Vocational School,E,E6,3.0,2.75,2.5,1.5,3,Roommates,Apart,Bachelor,Vocational,Mother,Freelance,Freelance,1060000,3.0,2.5,3.5,1.5,3.5,3.5,3.0,2.0,2.0,2.5,2.5,2.99,No,No,Medium
364,2020.0,1.0,18.0,BKK,Urban,Apartment,74,wifi,13000,Vocational School,BKK,BKK4,3.5,3.25,3.75,3.0,4,Alone,Together,Doctoral,Doctoral,Father,Public,Business,1580000,3.0,2.0,2.5,2.0,4.0,3.0,3.0,3.5,0.5,4.0,2.5,2.78,No,No,High
367,2020.0,3.0,18.0,BKK,Urban,Apartment,17,wifi,9000,High School,BKK,BKK1,3.0,3.0,3.5,2.75,3,Alone,Together,Doctoral,Doctoral,Father,Business,Business,1040000,3.0,1.5,2.0,2.0,2.5,3.5,3.0,3.5,2.0,3.0,3.5,2.84,No,No,Medium
368,2020.0,2.0,3.0,E,Urban,Apartment,72,wifi,15000,High School,BKK,BKK7,2.25,2.25,2.75,2.75,2,Roommates,Apart,Bachelor,Bachelor,Father,Business,Public,930000,2.0,1.5,2.0,1.0,2.0,2.0,2.0,1.5,1.5,2.5,3.0,2.29,No,No,High
369,2020.0,2.0,0.0,S,Urban,Apartment,29,wifi,15000,High School,S,S3,3.25,3.5,2.5,3.0,4,Alone,Together,Doctoral,Doctoral,Father,Freelance,Private,3380000,3.0,2.5,3.5,2.5,4.0,2.0,3.0,3.5,2.5,3.0,2.0,3.0,No,No,High
371,2020.0,3.0,3.0,S,Urban,Apartment,10,wifi,11000,Vocational School,S,S1,3.25,3.0,3.0,3.5,3,Roommates,Together,Master,Doctoral,Mother,Business,Private,840000,3.0,2.0,4.0,2.0,3.0,2.5,3.5,3.5,3.0,3.0,2.5,2.98,No,No,Medium
373,2020.0,2.0,0.0,S,Urban,Apartment,25,wifi,13000,Vocational School,BKK,BKK3,3.25,3.25,2.5,3.75,3,Alone,Together,Bachelor,Master,Mother,Freelance,Public,810000,3.0,3.0,3.0,2.0,3.0,2.5,3.0,2.5,2.5,2.5,1.5,2.7,No,No,Medium
