Student_ID,Year_of_Entry,TCAS_channels_,Gender,Age,Years_Living_in_BKK,Hometown REGION,Address_Type,Where_to_stay,Time_spent_for_traveling,InternetAccess_at_Home,Living_expenses_,Type_of_prior_school,Prior_School_Province REGION,School name,Math,Physics_,Chemistry_,Biology_,Family_Size,Stay_with,Family_status,Father_Education,Mother_Education,guardian,mother's_job,father's_job,Household_income,Calculus_1,Calculus_2,Calculus_3,Physics_1,Physics_2,Chemistry_,Statistics_,Computer_Programming,Thermodynamics_,Engineering_Materials_,Engineering_Drawing,University_GPAx 1st year,Scholarship : Excellent Performance,Scholarship : Financial Aid,Participation_on_Activities
0317,2020,2,Male,18,18,BKK,Urban,Home,55,Wifi,10000,Vocational School,BKK,BKK9,4,2,3.5,3.5,4,Parents,Together,Doctoral,Master,Father,Private,Business,1150000,3.5,3.5,4,3.5,3.5,3.5,4,3,3,3.5,3,3.56,No,No,Medium
0318,2020,2,Male,19,0,S,Urban,Apartment,52,Wifi,33000,High School,S,S2,3,3.5,2,2,4,Alone,Together,Doctoral,Master,Mother,Private,Private,3980000,2.5,1.5,2,3,3.5,2.5,2.5,2,1,1,1,2.37,No,No,High
0319,2020,2,Female,18,0,N,Urban,Apartment,85,Wifi,57000,High School,BKK,BKK5,3.5,3.5,2,2,3,Roommates,Together,Bachelor,Master,Mother,Private,Public,6780000,3.5,3,2.5,3.5,3.5,3.5,3,3,3.5,4,1,3.19,No,No,Low
0320,2020,2,Female,18,3,BKK,Urban,Home,81,Wifi,11000,Vocational School,BKK,BKK2,3,3.5,3.5,2.5,4,Parents,Together,Doctoral,Doctoral,Mother,Business,Freelance,1370000,3,4,4,3.5,3,2.5,3.5,3,2,2.5,1.5,3.12,No,Yes,Medium
0321,2020,3,Female,18,18,BKK,Urban,Home,42,Wifi,10000,Vocational School,BKK,BKK10,2.5,2.5,3.5,3,4,Parents,Together,Bachelor,Master,Mother,Business,Private,800000,2.5,1.5,2.5,2.5,3,2.5,2.5,3,1.5,3.5,3,2.75,No,No,Medium
0322,2020,2,Male,19,0,NE,Rural,Apartment,79,Mobile,12000,High School,NE,NE9,3,2,3,2,4,Alone,Together,Vocational,Bachelor,Father,Private,Business,490000,3,2,1,3.5,4,2.5,3.5,3.5,2.5,3,4,3.02,Yes,No,Medium
0323,2020,2,Male,18,3,BKK,Urban,Home,48,Wifi,51000,Vocational School,BKK,BKK5,2,2,4,3,4,Parents,Together,Bachelor,Vocational,Father,Business,Business,6090000,1.5,1.5,1.5,2.5,1.5,3,1.5,2,1,2,1.5,2.11,No,No,Low
0324,2020,3,Male,18,0,S,Urban,Apartment,23,Wifi,16000,High School,S,S8,3,4,2.5,2.5,5,Roommates,Together,Master,Master,Father,Private,Freelance,990000,3,3,4,3,2.5,3.5,2.5,3.5,2,2.5,3,3.08,No,No,High
0325,2020,3,Female,19,0,NE,Urban,Apartment,57,Mobile,9000,High School,NE,NE2,2.5,2.5,2.5,3.5,3,Roommates,Together,Bachelor,Vocational,Mother,Freelance,Public,1050000,2.5,3,3.5,3,3.5,2,2.5,2.5,3,3,2.5,3.01,No,No,Medium
0326,2020,2,Female,18,0,NE,Urban,Apartment,57,Wifi,12000,High School,BKK,BKK5,3,4,3,2.5,3,Roommates,Together,Doctoral,Doctoral,Father,Freelance,Freelance,1430000,2.5,3,3.5,2.5,2.5,1,2,2.5,2,2.5,3.5,2.75,No,No,High
0327,2020,2,Male,18,0,NE,Urban,Apartment,71,Mobile,9000,High School,BKK,BKK1,2,2,3,3,3,Roommates,Together,Bachelor,Master,Father,Public,Public,720000,2,1.5,2.5,2,1,1.5,2.5,1.5,1.5,1,1,2,No,No,High
0328,2020,2,Male,18,0,N,Rural,Apartment,42,Wifi,44000,Vocational School,N,N2,3,2.5,2.5,4,3,Alone,Together,Bachelor,Bachelor,Father,Public,Business,5280000,3,3,3,3,3,1.5,3,3,2.5,4,1.5,2.76,Yes,No,Low
0329,2020,2,Male,19,4,BKK,Urban,Home,65,Wifi,10000,Vocational School,BKK,BKK8,2.5,2.5,2,2.5,5,Parents,Together,High School,High School,Father,Private,Freelance,510000,2.5,2.5,3.5,2.5,2.5,2,2.5,3,2.5,3,2.5,2.79,No,No,Low
0330,2020,3,Male,18,3,BKK,Urban,Apartment,6,Wifi,36000,High School,BKK,BKK3,3.5,2,3.5,4,3,Alone,Together,Doctoral,Master,Father,Freelance,Private,4280000,2.5,2.5,2.5,2.5,3,2,2.5,3,3.5,2.5,2,2.67,No,No,No
0331,2020,2,Male,18,3,BKK,Urban,Home,90,Wifi,36000,Vocational School,BKK,BKK5,3,2.5,2,3.5,4,Parents,Together,Master,Doctoral,Father,Private,Freelance,4310000,3,3,3,3.5,3,2,3,2.5,3,3,3,2.89,No,No,Low
0332,2020,3,Female,18,18,BKK,Urban,Home,75,Wifi,15000,High School,BKK,BKK6,4,2.5,3.5,4,4,Parents,Together,Doctoral,Doctoral,Father,Public,Private,610000,3.5,4,4,3.5,4,2.5,3,3.5,4,3.5,1,3.31,Yes,No,High
0333,2020,2,Male,18,3,NE,Urban,Apartment,33,Mobile,9000,High School,NE,NE2,2,2.5,2,3.5,3,Alone,Together,Primary,Primary,Mother,Business,Freelance,360000,1.5,0,1,1.5,1,3,1,1,1,2,2.5,1.91,No,No,Medium
0334,2020,3,Male,18,18,BKK,Urban,Home,82,Wifi,10000,Vocational School,BKK,BKK2,2,3.5,2.5,3,3,Parents,Together,Bachelor,Master,Father,Private,Freelance,980000,2,1.5,2.5,1.5,1,0.5,2.5,2.5,3,2.5,2.5,2.1,No,No,High
0335,2020,3,Female,18,0,S,Urban,Apartment,5,Wifi,9000,High School,S,S1,3.5,2,2,2.5,3,Alone,Together,Doctoral,Master,Father,Business,Private,900000,2.5,2.5,3,2.5,3,2.5,3.5,1.5,1.5,3,2.5,2.63,No,No,Low
0336,2020,2,Male,18,18,BKK,Urban,Home,8,Wifi,2000,High School,BKK,BKK2,4,2.5,2.5,4,2,Mom or Dad,Apart,High School,Primary,Father,Freelance,Business,250000,3,3.5,3.5,3,2.5,3,3,2.5,3.5,2.5,1,3.03,Yes,Yes,High
0337,2020,3,Female,18,18,BKK,Urban,Home,12,Wifi,30000,Vocational School,BKK,BKK9,4,2.5,3.5,3.5,4,Parents,Together,Bachelor,Master,Father,Freelance,Freelance,3580000,3.5,4,4,3.5,3,4,3,3.5,2,3,2.5,3.28,No,No,Medium
0338,2020,3,Female,18,18,BKK,Urban,Home,33,Wifi,17000,High School,BKK,BKK2,2,3.5,2,3.5,3,Parents,Together,Bachelor,Vocational,Father,Freelance,Freelance,1080000,2,1,2,3,3.5,1.5,2,2.5,1,1.5,2,2.21,No,No,High
0339,2020,2,Female,18,0,NE,Urban,Apartment,17,Wifi,14000,High School,NE,NE6,4,2,4,3.5,3,Alone,Together,Bachelor,Master,Father,Private,Public,1350000,3,2.5,2.5,3,3,2.5,3.5,2,2,2.5,2.5,2.61,No,No,Medium
0340,2020,2,Female,18,0,S,Urban,Apartment,89,Wifi,9000,High School,S,S3,2,3.5,3,3.5,3,Alone,Together,Master,Bachelor,Mother,Public,Freelance,1050000,2,2,2.5,2.5,2,1,2.5,3,1,2,1.5,2.2,No,No,High
0341,2020,2,Female,19,0,S,Urban,Apartment,27,Wifi,10000,High School,S,S5,3,3.5,3.5,3,4,Alone,Together,Doctoral,Doctoral,Mother,Private,Freelance,1170000,2.5,2,3,2.5,2.5,1,3,2.5,2.5,4,4,2.86,No,No,High
0342,2020,2,Male,18,3,N,Urban,Apartment,37,Wifi,9000,High School,N,N6,4,2.5,4,2.5,3,Alone,Together,Master,Doctoral,Father,Freelance,Public,1030000,3.5,3,3.5,4,4,2.5,4,3.5,2,4,2.5,3.45,No,No,High
0343,2020,2,Female,18,18,BKK,Urban,Home,12,Mobile,8000,Vocational School,BKK,BKK5,4,3,2,3.5,4,Parents,Together,Primary,Primary,Father,Business,Freelance,300000,3.5,3,3.5,4,4,3.5,3,3.5,4,3,1,3.41,No,Yes,High
0344,2020,2,Male,19,0,N,Urban,Apartment,20,Wifi,51000,High School,N,N10,4,2,3.5,2,3,Alone,Together,Doctoral,Doctoral,Father,Private,Public,6110000,3,2.5,2,3,3.5,2,3,2.5,2,3,0.5,2.56,No,No,Medium
0345,2020,2,Male,18,18,BKK,Urban,Apartment,32,Wifi,35000,High School,BKK,BKK3,2,4,3,2,3,Alone,Apart,Doctoral,Doctoral,Mother,Private,Private,4220000,2,1.5,0.5,1.5,1,2,2.5,1.5,1.5,2.5,2,2.13,No,No,High
0346,2020,3,Male,18,18,BKK,Urban,Home,89,Wifi,45000,Vocational School,BKK,BKK10,3.5,3.5,3.5,2,3,Parents,Together,Doctoral,Master,Father,Freelance,Business,5450000,3,2,3.5,3,3.5,2,3.5,3.5,3.5,3,2.5,2.98,No,No,Medium
0347,2020,3,Male,18,3,BKK,Urban,Home,36,Wifi,10000,Vocational School,BKK,BKK6,3,3,3,2,3,Parents,Together,Master,Doctoral,Father,Freelance,Business,960000,2.5,2,3.5,2.5,2,2,3.5,2.5,1.5,2.5,2,2.54,No,No,No
0348,2020,2,Female,18,18,BKK,Urban,Home,54,Wifi,17000,Vocational School,BKK,BKK8,2,4,4,3,3,Mom or Dad,Apart,Doctoral,Master,Father,Business,Freelance,830000,1.5,2.5,3,2.5,2.5,1,2,1.5,2.5,1.5,4,2.28,No,Yes,Medium
0349,2020,3,Male,18,0,N,Rural,Apartment,82,Wifi,48000,High School,N,N3,4,4,2,2,4,Alone,Together,Bachelor,Bachelor,Father,Private,Freelance,5780000,3.5,3.5,4,3.5,4,3,3,3.5,1.5,4,2.5,3.4,No,No,High
0350,2020,2,Female,18,3,S,Urban,Apartment,9,Wifi,45000,High School,S,S1,3,2.5,3.5,2,3,Roommates,Together,Master,Doctoral,Father,Freelance,Public,5340000,3,4,4,3,2.5,1,3.5,2.5,2,3.5,1.5,2.97,Yes,No,High
0351,2020,3,Female,18,0,S,Urban,Apartment,81,Mobile,8000,High School,S,S9,4,2,2,2,3,Alone,Apart,Master,Doctoral,Father,Freelance,Private,910000,3.5,3.5,3.5,4,4,3.5,3.5,3.5,4,3.5,4,3.72,No,No,No
0352,2020,2,Male,19,19,BKK,Urban,Home,70,Wifi,11000,High School,BKK,BKK9,2,4,4,4,2,Mom or Dad,Apart,Doctoral,Master,Mother,Private,Public,1310000,1.5,1.5,1.5,2,1.5,1.5,2,2.5,1.5,1,2.5,2.17,No,No,No
0353,2020,3,Male,19,0,S,Urban,Apartment,56,Wifi,47000,High School,BKK,BKK9,2.5,2.5,3,3,4,Alone,Together,Doctoral,Master,Mother,Business,Public,5620000,2,2.5,2.5,1.5,1,1.5,2,1.5,1,1.5,1.5,1.86,No,No,No
0354,2020,3,Female,18,18,BKK,Urban,Home,47,Wifi,12000,Vocational School,BKK,BKK6,2,3,3,3.5,3,Mom or Dad,Apart,Bachelor,Master,Mother,Private,Private,1440000,2,2,3,2.5,3,1.5,2.5,1.5,1,1.5,1,2.33,No,Yes,High
0355,2020,2,Female,18,0,S,Urban,Apartment,34,Wifi,8000,High School,S,S2,3,3,3.5,3,3,Alone,Together,Bachelor,Master,Father,Public,Freelance,930000,3,3,4,3.5,3,3.5,3,3,0.5,3.5,2.5,2.9,No,No,High
0356,2020,2,Male,18,18,BKK,Urban,Apartment,81,Wifi,51000,Vocational School,BKK,BKK7,2.5,3,2,3,3,Alone,Together,Bachelor,Vocational,Father,Private,Public,6070000,2,2,2.5,2,2,1,2.5,2,1,2,1.5,2.26,No,No,Medium
0357,2020,3,Male,18,18,BKK,Urban,Home,11,Wifi,9000,High School,BKK,BKK6,3.5,3.5,2,3.5,3,Parents,Together,Bachelor,Vocational,Mother,Freelance,Private,830000,3,2.5,4,3,2.5,2,3,3,1,2,4,2.92,No,No,Low
0358,2020,2,Female,18,18,BKK,Urban,Home,79,Mobile,7000,High School,BKK,BKK7,4,3,3.5,4,4,Parents,Together,Doctoral,Master,Mother,Freelance,Business,800000,3,2.5,3.5,3.5,3.5,3,3,3,2.5,3,3,3.21,No,Yes,Medium
0359,2020,3,Male,19,4,S,Urban,Apartment,38,Mobile,5000,High School,S,S9,3.5,2,3,3.5,3,Alone,Together,High School,Vocational,Father,Public,Private,520000,3,2.5,3.5,3,2.5,2.5,2.5,3.5,1.5,2.5,2.5,2.65,No,No,No
0360,2020,3,Male,18,18,BKK,Urban,Home,31,Wifi,48000,High School,BKK,BKK6,3.5,2,2.5,4,2,Mom or Dad,Apart,Doctoral,Doctoral,Mother,Business,Freelance,5800000,2.5,2.5,3,3.5,3.5,2,2.5,2,1.5,3.5,1.5,2.6,No,No,High
0361,2020,3,Male,18,0,S,Urban,Apartment,14,Mobile,33000,High School,BKK,BKK3,2.5,3.5,3.5,3,3,Alone,Together,Doctoral,Master,Mother,Freelance,Freelance,3990000,2.5,3,4,2.5,2,3,2,3,2,2,1.5,2.64,No,No,Medium
0362,2020,2,Female,18,18,BKK,Urban,Home,59,Wifi,42000,High School,BKK,BKK10,3.5,3.5,3.5,3,3,Parents,Together,Doctoral,Doctoral,Father,Business,Public,5080000,2.5,1.5,1.5,3,3.5,2,2.5,3,2,2.5,3,2.64,No,No,Low
0363,2020,3,Female,18,0,N,Urban,Apartment,68,Mobile,11000,High School,N,N9,2.5,4,3.5,4,4,Alone,Together,Vocational,Bachelor,Father,Private,Public,560000,2,2,2,2,2,2,2,2,1.5,1.5,3,2.21,No,No,Low
0364,2020,2,Male,18,0,NE,Rural,Apartment,36,Mobile,7000,High School,NE,NE6,3,2.5,2.5,2.5,3,Alone,Together,Bachelor,Vocational,Father,Private,Business,570000,3,3,3,3.5,3.5,3.5,3,3.5,3,3.5,3,3.3,No,No,High
0365,2020,3,Male,18,0,NE,Urban,Apartment,43,Wifi,6000,High School,NE,NE2,4,3.5,3.5,2.5,4,Alone,Together,High School,High School,Mother,Freelance,Private,250000,3.5,3,3.5,4,4,4,3.5,2.5,3,3.5,2,3.33,No,No,High
0366,2020,3,Female,18,0,NE,Urban,Apartment,40,Mobile,33000,High School,NE,NE6,4,2.5,3,2.5,3,Alone,Together,Bachelor,Bachelor,Mother,Freelance,Freelance,3920000,3.5,2.5,3.5,4,4,2,3.5,3.5,3,4,4,3.43,No,No,No
0367,2020,2,Female,18,3,BKK,Urban,Home,7,Wifi,31000,Vocational School,BKK,BKK8,2,2.5,3.5,3,2,Mom or Dad,Apart,Bachelor,Master,Father,Freelance,Freelance,3760000,1.5,1,1,2,2,1,1.5,2,0,1,3.5,1.99,No,No,High
0368,2020,2,Male,18,0,S,Urban,Apartment,32,Wifi,9000,High School,S,S2,4,2.5,3,2,3,Alone,Together,Bachelor,Vocational,Father,Public,Business,1030000,3,2,2,3,3,2.5,3,3.5,2.5,2.5,3,2.88,No,No,High
0369,2020,3,Female,18,18,BKK,Urban,Apartment,5,Mobile,12000,Vocational School,BKK,BKK3,3.5,2,2.5,3.5,3,Alone,Together,Primary,Primary,Father,Business,Freelance,490000,3,3.5,4,3,4,2.5,2.5,2.5,3,3,2,3.14,Yes,No,Low
0370,2020,2,Male,18,18,BKK,Urban,Home,54,Wifi,45000,Vocational School,BKK,BKK4,2.5,4,4,2.5,4,Parents,Together,Bachelor,Vocational,Father,Private,Freelance,5390000,2.5,3,2.5,2.5,3,1,2.5,2.5,2.5,2.5,4,2.77,No,No,Medium
0371,2020,3,Male,19,19,BKK,Urban,Home,89,Wifi,31000,High School,BKK,BKK4,3,3,4,4,3,Parents,Together,Master,Bachelor,Father,Private,Business,3750000,2.5,1.5,1.5,2.5,2,2,2.5,2.5,2.5,3,3,2.37,No,No,High
0372,2020,3,Male,18,18,BKK,Urban,Home,19,Wifi,38000,Vocational School,BKK,BKK8,2,2.5,3.5,4,4,Parents,Together,Doctoral,Doctoral,Mother,Freelance,Private,4570000,2,1.5,1.5,2,2,2,1.5,2,2,2.5,2.5,2.2,No,No,Low
0373,2020,2,Female,18,18,BKK,Urban,Home,41,Wifi,37000,Vocational School,BKK,BKK6,3.5,3.5,4,3.5,4,Parents,Together,Doctoral,Master,Father,Freelance,Freelance,4380000,3.5,3,3,3,3.5,2.5,3.5,3.5,2.5,3.5,3,3.15,No,No,Low
0374,2020,2,Female,18,18,BKK,Urban,Home,14,Wifi,12000,High School,BKK,BKK10,4,2,4,3.5,3,Parents,Together,Master,Bachelor,Mother,Private,Public,1200000,4,3.5,3,4,4,3.5,4,4,3,3.5,1,3.5,Yes,No,High
0375,2020,3,Male,18,18,BKK,Urban,Home,24,Wifi,14000,Vocational School,BKK,BKK7,3.5,3.5,4,3,4,Parents,Together,Doctoral,Doctoral,Father,Business,Public,1150000,3,3.5,3,3,3,3,3,3,3,3.5,3,3.25,No,No,Medium
0376,2020,3,Male,18,3,BKK,Urban,Apartment,50,Wifi,13000,High School,BKK,BKK7,2,3.5,3,3,3,Alone,Apart,Master,Master,Mother,Private,Business,1610000,2,2.5,3,1.5,1.5,0.5,2.5,2.5,0.5,1.5,3.5,2.14,No,No,High
0377,2020,3,Female,18,3,BKK,Urban,Home,12,Wifi,6000,Vocational School,BKK,BKK8,3.5,2,3,3.5,3,Parents,Together,Bachelor,Bachelor,Father,Public,Freelance,660000,3,2,2.5,3,3,2.5,2.5,3,2,3,1,2.62,No,Yes,Medium
0378,2020,2,Male,18,0,S,Urban,Apartment,61,Mobile,10000,Vocational School,S,S8,4,2,3.5,2.5,3,Alone,Together,Master,Doctoral,Father,Public,Private,680000,3.5,3.5,4,4,4,2.5,4,2,3,3,2,3.24,No,No,Medium
0379,2019,3,Female,18,18,BKK,Urban,Home,79,Wifi,6000,Vocational School,BKK,BKK4,2,2,4,4,4,Parents,Together,Doctoral,Doctoral,Mother,Private,Business,680000,1.5,1,1.5,1.5,1,1,2,1,1,2,2.5,1.89,No,No,No
0380,2019,2,Female,18,18,BKK,Urban,Home,117,Wifi,7000,Vocational School,BKK,BKK6,3,3,3,2.5,3,Parents,Together,High School,Vocational,Mother,Private,Business,270000,3,3.5,2.5,3,3,2.5,3.5,3,1.5,3.5,3,3.02,No,Yes,High
0381,2019,2,Male,18,0,S,Urban,Apartment,28,Mobile,13000,High School,S,S10,3.5,3.5,3.5,2.5,4,Alone,Together,High School,Primary,Father,Business,Business,500000,3,3,3.5,3,3,2,3.5,3.5,3,3.5,2,3.08,No,No,Medium
0382,2019,2,Male,18,0,N,Rural,Apartment,16,Mobile,9000,High School,N,N4,3.5,3.5,2,4,4,Alone,Together,Primary,High School,Mother,Private,Business,400000,3,3.5,4,3,3,2.5,3.5,3,2,4,1.5,3.02,No,No,Low
0383,2019,3,Male,18,0,N,Rural,Apartment,55,Wifi,9000,High School,N,N1,2,2.5,2,3,2,Alone,Apart,Doctoral,Doctoral,Mother,Business,Business,1070000,2,2,2,1.5,1,2,2.5,2.5,1,3,3.5,2.37,No,No,Medium
0384,2019,3,Female,18,18,BKK,Urban,Home,81,Wifi,14000,Vocational School,BKK,BKK4,4,3.5,2.5,2,3,Parents,Together,Bachelor,Master,Father,Public,Freelance,830000,4,4,4,4,4,2,4,4,2.5,4,1,3.43,Yes,Yes,Medium
0385,2019,2,Male,18,0,NE,Rural,Apartment,101,Wifi,10000,High School,NE,NE1,3.5,3,3.5,3,3,Alone,Together,Doctoral,Doctoral,Father,Public,Public,1160000,2.5,2.5,3,2.5,2.5,2.5,3,2.5,2,3,3.5,2.65,No,No,High
0386,2019,2,Male,18,0,NE,Rural,Apartment,22,Mobile,5000,High School,NE,NE5,2.5,2.5,3.5,2.5,3,Alone,Together,High School,High School,Father,Freelance,Private,510000,2,2.5,3,2,1.5,2,2,2,1,2.5,2,2.21,No,No,High
0387,2019,3,Female,18,18,BKK,Urban,Home,119,Wifi,7000,High School,BKK,BKK2,3,2.5,2.5,2.5,3,Parents,Together,Primary,Primary,Mother,Business,Private,280000,3,2,2.5,3,2,2.5,3.5,3,1.5,3.5,2.5,2.88,No,No,No
0388,2019,2,Male,18,3,BKK,Urban,Home,42,Wifi,6000,Vocational School,BKK,BKK6,2.5,4,2,2.5,4,Parents,Together,Bachelor,Vocational,Father,Private,Public,250000,2.5,2,2.5,3,3.5,3,3.5,3,3,3,2.5,2.87,No,Yes,Medium
0389,2019,2,Male,18,18,BKK,Urban,Home,62,Wifi,43000,Vocational School,BKK,BKK10,3.5,3.5,2.5,3,4,Parents,Together,Bachelor,Bachelor,Father,Public,Business,5190000,3,2,3,3,3,3,3.5,3.5,2.5,3,2.5,2.91,No,No,Medium
0390,2019,2,Female,18,0,S,Urban,Apartment,70,Mobile,11000,High School,BKK,BKK4,3,3,3,4,3,Alone,Together,Bachelor,Vocational,Mother,Private,Business,440000,2.5,1.5,3,2.5,3,1.5,2.5,2.5,1.5,3.5,0.5,2.42,No,No,Medium
0391,2019,2,Female,18,0,N,Urban,Apartment,27,Mobile,13000,Vocational School,N,N9,3,2.5,2.5,3.5,2,Alone,Apart,Bachelor,Vocational,Father,Freelance,Public,740000,3,3,2.5,3.5,3.5,2,3.5,2.5,2,4,1.5,2.83,No,No,High
0392,2019,3,Male,18,18,BKK,Urban,Home,20,Mobile,15000,Vocational School,BKK,BKK9,2.5,3,2,2.5,3,Parents,Together,Bachelor,Master,Father,Public,Freelance,990000,2.5,3,3.5,2.5,2.5,2.5,2,2.5,1,2.5,3,2.77,Yes,No,High
0393,2019,3,Female,18,18,BKK,Urban,Home,13,Wifi,33000,Vocational School,BKK,BKK6,2,3.5,3,2.5,2,Mom or Dad,Apart,Master,Master,Mother,Business,Private,3910000,1.5,1.5,2,1.5,1.5,0.5,2,2,0,3,1,1.93,No,No,No
0394,2019,2,Male,18,3,BKK,Urban,Home,119,Wifi,7000,Vocational School,BKK,BKK6,2,3.5,3.5,3.5,4,Parents,Together,Bachelor,Vocational,Mother,Business,Private,810000,2,1.5,1.5,2,2,1.5,2,2.5,1,2,2.5,2.18,No,No,No
0395,2019,3,Male,18,0,NE,Urban,Apartment,59,Wifi,35000,High School,BKK,BKK8,2.5,4,2.5,2,4,Roommates,Together,Bachelor,Bachelor,Father,Private,Public,4220000,2.5,3,3,2.5,2.5,3,2.5,3,1.5,2.5,2.5,2.85,No,No,High
0396,2019,3,Female,18,18,BKK,Urban,Apartment,6,Mobile,8000,Vocational School,BKK,BKK3,4,3.5,2,3.5,3,Alone,Together,Primary,Primary,Father,Private,Business,320000,3,3,4,2.5,3,1.5,3,2.5,3,3,1,2.65,No,No,High
0397,2019,2,Male,18,3,S,Urban,Apartment,38,Mobile,35000,High School,S,S10,3,4,3,3.5,4,Roommates,Together,Doctoral,Doctoral,Mother,Freelance,Business,4140000,3,3,3,3,2.5,2,2.5,3,2.5,3.5,2,2.92,No,No,Medium
0398,2019,3,Male,18,18,BKK,Urban,Home,57,Wifi,16000,Vocational School,BKK,BKK2,3.5,2,2.5,4,3,Parents,Together,Bachelor,Bachelor,Father,Business,Freelance,920000,3.5,3.5,4,3.5,3,3,3,3,4,3.5,1,3.34,Yes,No,High
0399,2019,3,Female,18,0,N,Urban,Apartment,89,Wifi,46000,High School,BKK,BKK1,2.5,3,2,2.5,3,Roommates,Together,Bachelor,Bachelor,Father,Public,Public,5530000,2,1.5,2,2,1,2,1.5,2,1,2.5,4,2.14,No,No,Medium
0400,2019,2,Male,18,18,BKK,Urban,Home,53,Mobile,4000,Vocational School,BKK,BKK6,4,2.5,4,3.5,4,Parents,Together,Bachelor,Bachelor,Father,Public,Private,460000,3.5,2.5,2.5,3.5,3.5,3.5,3.5,3.5,3,4,2,3.19,No,No,Low
0401,2019,3,Female,18,0,S,Urban,Apartment,42,Wifi,49000,High School,S,S8,3.5,3,4,2.5,3,Alone,Together,Master,Doctoral,Mother,Business,Business,5830000,3,2.5,2.5,3,2.5,3,3.5,3,2,3,3.5,2.95,Yes,No,Medium
0402,2019,2,Male,19,0,N,Urban,Apartment,71,Wifi,52000,High School,N,N2,4,3.5,2,3.5,4,Alone,Together,Doctoral,Master,Father,Business,Freelance,6230000,3.5,3,4,4,4,1.5,4,3.5,3.5,4,2,3.43,Yes,No,High
0403,2019,2,Male,18,18,BKK,Urban,Home,61,Wifi,37000,Vocational School,BKK,BKK4,2.5,2,3.5,4,4,Parents,Together,Master,Doctoral,Father,Public,Freelance,4460000,2,1.5,1,2,2,2,2.5,2.5,1.5,2.5,2,2.12,No,No,Medium
0404,2019,3,Female,19,4,BKK,Urban,Home,40,Wifi,48000,Vocational School,BKK,BKK5,2,3,2.5,2.5,4,Parents,Together,Doctoral,Doctoral,Father,Public,Public,5780000,2,2,2.5,2.5,3,1,2,2,1,2,3,2.46,No,No,Low
0405,2019,2,Female,18,18,BKK,Urban,Home,44,Wifi,8000,Vocational School,BKK,BKK2,3,4,2.5,3.5,3,Parents,Together,Primary,High School,Mother,Public,Business,330000,2.5,3,3.5,2.5,3.5,1,2.5,2.5,1,2.5,3,2.54,No,No,No
0406,2019,2,Male,18,18,BKK,Urban,Home,18,Wifi,13000,Vocational School,BKK,BKK2,3.5,3.5,3,4,3,Parents,Together,Doctoral,Doctoral,Mother,Business,Public,610000,3,3,4,3,3,3.5,3,3,3,3,3.5,3.2,No,No,Medium
0407,2019,2,Male,18,18,BKK,Urban,Home,35,Wifi,3000,High School,BKK,BKK10,3.5,2,4,3,3,Parents,Together,High School,High School,Father,Freelance,Business,360000,3,2.5,3,3.5,3,2,2.5,3.5,1.5,3,3.5,2.89,No,Yes,Low
0408,2019,2,Female,18,18,BKK,Urban,Home,90,Wifi,9000,High School,BKK,BKK2,4,2.5,2.5,2.5,4,Parents,Together,Master,Doctoral,Mother,Freelance,Public,1080000,3.5,4,4,3.5,4,4,4,3.5,3,4,3.5,3.64,Yes,Yes,Low
0409,2019,3,Male,18,18,BKK,Urban,Home,74,Mobile,4000,Vocational School,BKK,BKK4,3,2,2,4,4,Parents,Together,High School,Vocational,Father,Private,Business,360000,2.5,2,2.5,3,2.5,2.5,3,3,2.5,2,3.5,2.88,Yes,No,Medium
0410,2019,2,Male,18,0,NE,Urban,Apartment,54,Wifi,34000,High School,BKK,BKK4,2,3,3,3,4,Alone,Together,Master,Bachelor,Father,Business,Business,4120000,2,2,2,2,1.5,1,2,1.5,1.5,2,3,2.16,No,No,Low
0411,2019,2,Male,18,18,BKK,Urban,Home,62,Wifi,6000,High School,BKK,BKK4,3.5,2.5,3,2.5,2,Mom or Dad,Apart,Doctoral,Master,Mother,Business,Business,660000,3,2.5,3.5,3,3,4,3.5,2.5,2,4,4,3.24,Yes,Yes,Medium
0412,2019,3,Male,18,18,BKK,Urban,Home,30,Wifi,49000,High School,BKK,BKK1,2,2,3.5,3,3,Parents,Together,Bachelor,Vocational,Father,Freelance,Freelance,5890000,2,1.5,2.5,2,2.5,1,2.5,1.5,0.5,1.5,3.5,2.08,No,No,No
0413,2019,3,Female,18,18,BKK,Urban,Home,44,Mobile,2000,Vocational School,BKK,BKK9,3.5,3.5,4,2,2,Mom or Dad,Apart,Bachelor,Vocational,Mother,Business,Freelance,270000,3,3,3.5,3.5,3.5,3,2.5,4,2.5,4,1,3.15,Yes,Yes,Medium
0414,2019,3,Male,18,0,NE,Urban,Apartment,21,Wifi,38000,High School,BKK,BKK9,4,2.5,2,3.5,3,Alone,Together,Master,Doctoral,Father,Freelance,Private,4530000,3,2,2.5,3,2.5,4,3.5,3.5,3,3,2.5,3.06,No,No,Medium
0415,2019,3,Male,18,18,BKK,Urban,Apartment,61,Wifi,46000,Vocational School,BKK,BKK5,2,4,4,3.5,4,Alone,Together,Master,Bachelor,Mother,Freelance,Freelance,5530000,2,2,2,2.5,2.5,0.5,2,2,1.5,2.5,2.5,2.16,No,No,High
